review_id,sentences_ids,sentences_texts,sentences_opinions
632121,id_2,"The food is amazing, rich pastas and fresh doughy pizza.",food positive <sep> pastas positive <sep> pizza positive
1123262,id_1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",seafood positive <sep> wine list positive <sep> menu positive
1707201,id_2,The place was nice and calm.,place positive
1055910,id_3,Service- friendly and attentive.,Service positive
1451107,id_5,And really large portions.,portions positive
Y#7,id_5,Delivery guy sometimes get upset if you don't tip more than 10%.,Delivery guy negative
P#10,id_3,And $11 for a plate of bland guacamole?,guacamole negative
1064477,id_4,We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal positive
1430994,id_2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque positive
P#9,id_1,Pacifico is a great place to casually hang out.,Pacifico positive
1154550,id_1,The place is small and cramped but the food is fantastic.,place negative <sep> food positive
1041457,id_3,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree positive
735448,id_1,"whoever the jazz duo was, they were on POINT.",jazz duo positive
476473,id_0,Awsome Pizza especially the Margheritta slice.,Pizza positive <sep> Margheritta slice positive
TFS#2,id_1,The food is great and the environment is even better.,food positive <sep> environment positive
1623276,id_2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,restaurant positive
FF#4,id_7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",server negative <sep> appetizer positive
1225162,id_4,The bar is very well stocked with interesting beers and well priced wines.,bar positive <sep> beers positive <sep> wines positive
1506491,id_5,Thank You Emilio.,Emilio positive
1390357,id_4,The sushi is amazing!!!,sushi positive
1661043,id_1,Salads are a delicious way to begin the meal.,Salads positive
709294,id_5,Staff is very accomodating.,Staff positive
1352948,id_1,And where does Patis go wrong; no where.,Patis positive
470488,id_2,The sushi was awful!,sushi negative
BFC#9,id_18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",food positive <sep> grilled Mahi Mahi negative
1471273,id_2,Not impressed with the food.,food negative
RL#3,id_1,"im not necessarily fanatical about this place, but it was a fun time for low pirces.",place positive
1655521,id_2,"The food was very good, a great deal, and the place its self was great.",food positive <sep> place positive
535086,id_4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,Heartland Brewery positive
1448587,id_3,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor neutral
Z#6,id_0,Possibly the Most Romantic Restaurant in the City,Restaurant positive
445960,id_1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,restaurant positive
713152,id_0,"Excellent dumplings served amid clean, chic decor.",dumplings positive <sep> decor positive
1058221,id_4,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",waiter negative
PP#4,id_4,I thought the restaurant was nice and clean.,restaurant positive
NP#4,id_0,Maggot in the food!,food negative
1538149,id_1,The food was authentic.,food positive
ADLT#3,id_2,This establishment is the real deal.,establishment positive
875139,id_1,The pizza was pretty good and huge.,pizza positive
1623276,id_1,The food is tasty and portion sizes are appropriate.,food positive <sep> portion sizes positive
TFS#10,id_9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",restaurant positive <sep> staff negative
632121,id_3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe positive <sep> owner positive <sep> service positive
DBG#7,id_10,The real problem I had with this place was the complete lack of service.,service negative
TR#3,id_3,Good food: my favorite is the seafood spaghetti.,food positive <sep> seafood spaghetti positive
TFS#5,id_16,Vanison was good but not amazing.,Vanison neutral
NP#4,id_3,"Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.",mushroom sauce negative
1632445,id_2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich positive <sep> spaghetti with Scallops and Shrimp positive
757762,id_2,He offers subpar service and has no personality.,service negative
CLF#3,id_4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme negative
475298,id_0,"Good, fast service.",service positive
Y#6,id_5,"The Dancing, White River and Millenium rolls are musts.","Dancing, White River and Millenium rolls positive"
1253117,id_1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza positive <sep> fresh mozzarella positive
1626564,id_2,Fish is so very fresh.,Fish positive
657129,id_0,go here for the drinks!,drinks positive
1448587,id_0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food neutral <sep> lemon salad negative
1058221,id_2,the food is decent.,food neutral
TFS#11,id_0,I was speechless by the horrible food.,food negative
1706644,id_3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",dim sum neutral
BHD#7,id_1,this place had ALL the trimmings and i mean all.,trimmings positive
957145,id_2,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Vittorio positive <sep> crew positive
1661043,id_0,Pizza here is consistently good.,Pizza positive
1632445,id_4,The only fallback on this restaurant is the prices.,restaurant negative
1256373,id_0,By far the best salad I have had in a fast food restaurant.,salad positive
BFC#9,id_7,"Not much of a selection of bottled beer either, we went with Brahma.",selection of bottled beer negative
1671113,id_2,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess negative
490565,id_4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini positive <sep> Vanilla Shanty positive <sep> setting positive <sep> music positive
1710746,id_4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers negative
CLF#5,id_6,I never write on these sites but this restaurant is def worth commending!,restaurant positive
DBG#6,id_5,"But for the Shabu Shabu, you won't find much better in NY.",Shabu Shabu positive
505535,id_0,this little place has a cute interior decor and affordable city prices.,interior decor positive <sep> place positive
490565,id_0,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",Lucky Strike positive
P#9,id_2,"The drinks are great, especially when made by Raymond.",drinks positive <sep> Raymond positive
680345,id_2,"Delicate spices, onions, eggs and a kick-ass roti.",spices positive <sep> onions positive <sep> eggs positive <sep> roti positive
485966,id_2,Service was good and food is wonderful.,Service positive <sep> food positive
507755,id_0,"Have eaten at Ginger House several times, and it's always good.",Ginger House positive
1719567,id_2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops positive <sep> sauce positive
1506491,id_0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food positive <sep> wine positive
1430994,id_6,My boyfriend had Prime Rib it was good .,Prime Rib positive
1431154,id_0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food positive
Z#5,id_1,Mazing interior.,interior negative
1205520,id_2,Make sure you have the Spicy Scallop roll.. .,Spicy Scallop roll positive
1660047,id_4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress negative
NP#10,id_5,This place is a must visit!,place positive
493013,id_3,noodles with shrimp and chicken and coconut juice is the MUST!,noodles with shrimp and chicken and coconut juice positive
Z#7,id_0,This place doesn't make any sense,place negative
535248,id_1,The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi positive <sep> antipasti positive
447697,id_3,Try sushimi cucumber roll.,sushimi cucumber roll positive
BG#6,id_1,Decor needs to be upgraded but the food is amazing!,Decor negative <sep> food positive
1318537,id_4,Hats off to the chef.,chef positive
498657,id_2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",dim sum negative <sep> dim sum positive
955711,id_2,LOVE the atmosphere - felt like I was in Paris.,atmosphere positive
1016296,id_0,I was very disappointed with this restaurant.,restaurant negative
BHD#7,id_3,amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,place positive <sep> hot dog positive
872763,id_2,Personal pans are the perfect size for those hungry nights.,Personal pans positive
FF#10,id_4,But the service is HORRID!,service negative
1280179,id_1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",Service neutral
1746113,id_1,The menu has so many fish items and oysters.,menu positive
1300636,id_2,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,lobster roll positive <sep> lobster positive
1451107,id_6,The staff was the friendliest that have seen in New York.,staff positive
759781,id_4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe positive <sep> service positive <sep> food positive
1221938,id_1,Try their chef's specials-- they are to die for.,chef's specials positive
1225162,id_3,The staff is incredibly helpful and attentive.,staff positive
470488,id_4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice negative <sep> sushi negative
1655504,id_0,Have frequented 'ino for several years and the food remains excellent.,food positive
TR#8,id_5,Food was OK.,Food neutral
709294,id_0,My roommate and I LOVE this place.,place positive
957145,id_4,I lOVE THIS PLACE!,PLACE positive
1430994,id_3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder positive <sep> Lobster Bisque positive
1496205,id_3,Try green curry with vegetables.,green curry with vegetables positive
507937,id_3,Service is fast and friendly.,Service positive
Z#6,id_11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,sake’s positive
1707201,id_3,but the service was a bit slow.,service negative
1577714,id_1,Haru on Park S is simply disgusting.,Haru on Park S negative
1398844,id_3,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines negative
1308557,id_0,The service was the only thing good about this restaurant.,service positive <sep> restaurant negative
FF#10,id_11,"I wish I could like this place more, and I wish someone would retrain the staff.",place negative <sep> staff negative
498657,id_5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake negative <sep> roast pork buns negative <sep> egg custards negative
558423,id_4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food positive <sep> decor neutral
620892,id_2,Pizza was a little soggy.,Pizza negative
404464,id_2,"The entree was bland and small, dessert was not inspired.",entree negative <sep> dessert negative
DBG#7,id_6,The nakgi-bokum was horrible.,nakgi-bokum negative
493013,id_0,Suan is a great place that I often take my friends (classmates) too.,Suan positive
1707201,id_1,The food was good.,food positive
1297844,id_4,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel negative
1623276,id_0,Patroon features a nice cigar bar and has great staff.,cigar bar positive <sep> staff positive
455623,id_1,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,Pizza positive
1603698,id_0,I have been to Roth's twice and both times were very disappointing.,Roth's negative
1390357,id_0,I absolutely love this place!!!,place positive
536919,id_1,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters positive
615180,id_1,"The food was not fresh, the sauces were bland and very oily.",food negative <sep> sauces negative
Z#9,id_6,So what you really end up paying for is the restaurant not the food.,restaurant negative <sep> restaurant neutral <sep> food negative
535171,id_2,"A cool bar with great food, and tons of excellent beer.",bar positive <sep> food positive <sep> beer positive
WE#9,id_3,"The waiter was attentive, the food was delicious and the views of the city were great.",waiter positive <sep> food positive <sep> views of the city positive
1062641,id_0,This place has got to be the best japanese restaurant in the new york area.,place positive
1138996,id_6,Make sure you try this place as often as you can.,place positive
TFS#10,id_3,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",bread negative <sep> appetizer of olives negative
PP#3,id_1,Hands down the best pizza on the planet.,pizza positive
1275154,id_6,The sake menu should not be overlooked!,sake menu positive
BFC#7,id_0,Fabulous food - if the front of house staff don't put you off –,food positive <sep> front of house staff negative
528251,id_0,Fantastic place.,place positive
CLF#5,id_1,Stepping into Casa La Femme last night was a true experience unlike any other in New York!,Casa La Femme positive
935633,id_3,"I found it on a cold night, the perfect spot to warm up.",spot positive
Z#9,id_1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,boths positive
1147082,id_1,Sauce was watery and the food didn't have much flavor.,Sauce negative <sep> food negative
1642666,id_0,We ate at this Thai place following the reviews but very unhappy with the foods.,foods negative
475298,id_2,Food is great and inexpensive.,Food positive
426805,id_0,"The view is spectacular, and the food is great.",view positive <sep> food positive
470488,id_1,The soup for the udon was soy sauce and water.,soup for the udon negative
426805,id_1,Wonderful strawberry daiquiries as well!,strawberry daiquiries positive
FF#3,id_23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",manager negative <sep> drinks positive <sep> appetizers positive
DBG#7,id_7,Easily the worst stir-fried squid I've ever tasted.,stir-fried squid negative
CLF#7,id_0,Gorgeous place ideal for a romantic dinner,place positive
1543345,id_2,Get the pepperoni - YUM - and a family style salad.,pepperoni positive <sep> family style salad positive
1404042,id_4,Someone else recommended the dessert - we also left that.,dessert negative
1280166,id_2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food positive <sep> pork belly negative
TR#3,id_0,Great place to relax and enjoy your dinner,place positive
1287538,id_0,"If we were to move from the upper east side, we would genuinely miss this restaurant.",restaurant positive
1221938,id_0,The drinks are always welll made and wine selection is fairly priced.,drinks positive <sep> wine selection positive
1119578,id_1,The pizza is overpriced and soggy.,pizza negative
1303984,id_3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes neutral <sep> fried dumplings neutral
1477631,id_0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Shabu-Shabu Restaurant positive
ADLT#2,id_1,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",pastas positive <sep> risottos positive <sep> sepia positive <sep> braised rabbit positive
682391,id_0,Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice positive <sep> sour spicy soup positive
1055910,id_5,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",place positive
Z#11,id_5,The food is all shared so we get to order together and eat together.,food positive
BG#5,id_4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place positive <sep> place negative <sep> chicken tikka masala negative <sep> feel negative
483111,id_0,Winnie and her staff are the best crew you can find serving you.,staff positive <sep> Winnie positive
1335154,id_4,"I didn't complain, I liked the atmosphere so much.",atmosphere positive
CLF#7,id_3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,service positive <sep> waiter positive
BHD#4,id_0,Great Hot Dogs!,Hot Dogs positive
DBG#7,id_5,Too bad I had paid an extra $2 for the stone bowl.,stone bowl negative
DBG#7,id_8,The sauce tasted more like Chinese fast food than decent Korean.,sauce negative
BzG#2,id_0,"Great place, great value.",place positive
TFS#5,id_23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons neutral <sep> The Four Seasons negative
444818,id_0,"Seriously, this place kicks ass.",place positive
1335656,id_5,Ingredients are organic which is a real plus for me.,Ingredients positive
1380450,id_2,Service was also horrible and the ambience is not that great.,Service negative <sep> ambience negative
ADLT#11,id_1,"The food is very good, but not outstanding.",food neutral
680390,id_1,The food's as good as ever.,food positive
503807,id_5,The service was friendly and the atmosphere was casual.,service positive <sep> atmosphere neutral
BzG#2,id_2,The atmosphere is relaxed and casual.,atmosphere positive
1253117,id_2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection negative
720620,id_1,The food here does a great service to the name (Cantonese that is...).,food positive
720620,id_8,Big Wong is a great place to eat and fill your stomach.,Big Wong positive
519425,id_0,The food was absolutely amazing!!,food positive
426930,id_2,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes positive
746254,id_0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter negative
RL#9,id_1,the food is always fresh ...,food positive
Y#6,id_2,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",spot positive <sep> sushi positive <sep> service positive
957145,id_3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Dining Garden positive <sep> Jazz Bar positive <sep> Thin Crust Pizzas positive <sep> Lasagna Menu positive
680345,id_1,I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls positive
Z#9,id_2,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,service positive <sep> service button positive <sep> waiter negative
1417496,id_0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food positive <sep> service positive <sep> atmosphere positive
737999,id_2,Always good drinks and service is pretty good;,drinks positive <sep> service positive
682250,id_0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",decor positive <sep> service positive <sep> food positive
ADLT#8,id_0,Love Al Di La,Al Di La positive
BG#6,id_0,Best Indian Restaurant in the City,Indian Restaurant positive
1470334,id_1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel positive
NP#4,id_9,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",food negative
1280179,id_2,"Seating is always prompt, though the restaurant does fill up in the evening.",Seating positive
610611,id_1,"stick with the chicken, beef, and lamb dishes.",chicken positive <sep> beef positive <sep> lamb dishes positive
ADLT#10,id_1,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",restaurant positive
1702257,id_0,Nice Family owned traditional restaurant.,restaurant positive
1632445,id_3,The service is good and ambience is good for a date or group outing.,service positive <sep> ambience positive
740923,id_3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,chef negative
1380450,id_1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak negative <sep> tuna negative
1572033,id_2,This place is always packed.,place neutral
1357554,id_3,"Service was slow, but the people were friendly.",Service negative <sep> people positive
1347423,id_1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff positive <sep> food positive <sep> place positive
717570,id_3,The portions are small but being that the food was so good makes up for that.,portions negative <sep> food positive
541532,id_0,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere positive
1728733,id_5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert) positive
1032695,id_0,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,Restaurant Saul positive
461928,id_1,The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza positive <sep> proprietor positive
BFC#7,id_5,The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink.,girl negative
NP#4,id_7,"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",manager negative
BzG#4,id_2,"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",food positive <sep> gyro meat positive <sep> sausages positive <sep> ingredients positive
680390,id_2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food positive
BFC#9,id_5,The menu is fairly simple without much descriptions.,menu neutral
1661043,id_4,Decor is charming.,Decor positive
709294,id_1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating positive
1451107,id_0,This place is so much fun.,place positive
CLF#4,id_11,It is quite a spectacular scene i'll give them that.,scene positive
TFS#5,id_21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",restaurant negative
1649025,id_2,The food is so cheap and the waiters are nice.,food positive <sep> waiters positive
1287538,id_2,The restaurant is cute but not upscale.,restaurant neutral
1303888,id_0,All the staff is absolutely professional!!,staff positive
BG#5,id_5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",waiters negative
1232468,id_0,The tuna and wasabe potatoes are excellent.,tuna positive <sep> wasabe potatoes positive
1606837,id_2,The service was attentive.,service positive
1451109,id_2,The food was pretty tradional but it was hot and good with large portions.,food positive <sep> portions positive
CLF#3,id_13,"However, our $14 drinks were were horrible!",drinks negative
1726473,id_3,A Thai restaurant out of rice during dinner?,Thai restaurant negative
436868,id_3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",place negative <sep> room negative <sep> clerks negative
BFC#9,id_22,"Service not the friendliest to our ""large party""!",Service negative
TFS#2,id_0,The Four Seasons restaurant is a great experience.,The Four Seasons restaurant positive
TM#4,id_3,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",food negative
512925,id_1,I really loved the different and inovated touch that's the cheff gives to the food.,cheff positive
584025,id_0,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot positive
1230993,id_0,I had a grat time at Jekyll and Hyde!,Jekyll and Hyde positive
1615322,id_5,It's a rather cramped and busy restaurant and it closes early.,restaurant negative
1289424,id_5,I highly recommend visiting this restaurant and having dinner and drinks!,restaurant positive
507755,id_2,Finally a reliable Chinese restaurant!,Chinese restaurant positive
Y#3,id_3,"Excellent sashimi, and the millennium roll is beyond delicious.",sashimi positive <sep> millennium roll positive
565344,id_2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service positive <sep> food positive <sep> hot sauce positive
NP#3,id_2,Noodle pudding is exactly the type of service and food I enjoy.,service positive <sep> food positive
1280179,id_0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",Cafe Spice positive
1189674,id_3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",open kitchen positive <sep> restaurant negative
1028246,id_0,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish positive
NP#4,id_4,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",manager positive <sep> manager negative
NP#10,id_0,Best restaurant in Brooklyn,restaurant positive
1225162,id_1,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food positive
1145510,id_0,This is a fun restaurant to go to.,restaurant positive
1264954,id_0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",restaurant positive
1125006,id_3,My wife had the fried shrimp which are huge and loved it.,fried shrimp positive
1655504,id_2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas positive <sep> paninis positive <sep> tramezzinis positive
1632929,id_5,Truly the mark of an attentive waiter.,waiter positive
430342,id_6,Great neighborhood joint.,joint positive
1603698,id_6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict negative
1713185,id_1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food negative <sep> spice negative
P#10,id_5,"Don't get me started on the margaritas, either.",margaritas negative
449802,id_0,"Good spreads, great beverage selections and bagels really tasty.",spreads positive <sep> beverage selections positive <sep> bagels positive
