review_id,sentences_ids,sentences_texts,sentences_opinions
1748813,id_2,I highly recommend the Sophia pizza.,Sophia pizza positive
426805,id_1,Wonderful strawberry daiquiries as well!,strawberry daiquiries positive
1275154,id_4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",Uni Hand roll positive
615180,id_1,"The food was not fresh, the sauces were bland and very oily.",food negative <sep> sauces negative
541532,id_1,Service was very prompt but slightly rushed.,Service positive
1147211,id_0,This place is great.,place positive
720418,id_1,The owner truly caters to all your needs.,owner positive
1660047,id_5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff negative <sep> Cafe Noir positive
1300636,id_3,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",pizza positive <sep> santa fe chopped salad positive <sep> fish and chips positive
1500453,id_1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria positive
445960,id_4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",place positive
1086415,id_3,"I am not a vegetarian but, almost all the dishes were great.",dishes positive
1706644,id_4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio positive <sep> music positive
1432551,id_0,Go to Volare for 1st class service and terrific food.,service positive <sep> food positive
1586174,id_3,the all-u-can-eat sushi is definitely in very poor quality.,all-u-can-eat sushi negative
1671113,id_1,The food is great and reasonably priced.,food positive
1016296,id_0,I was very disappointed with this restaurant.,restaurant negative
528251,id_0,Fantastic place.,place positive
611117,id_3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",place positive
709294,id_0,My roommate and I LOVE this place.,place positive
1586174,id_6,the waitstaffs are nice though.,waitstaffs positive
929329,id_2,"La Rosa waltzes in, and I think they are doing it the best.",La Rosa positive
680390,id_0,"Toons has recently been redone, so it's now a very attractive space.",Toons positive
498657,id_2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",dim sum negative <sep> dim sum positive
1671113,id_4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff positive <sep> unisex bathroom negative
1660047,id_0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people negative <sep> Cafe Noir positive
1123262,id_0,I think I've had some the best meals of my life at minnow.,meals positive
1138996,id_2,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",wait positive
1353599,id_2,My friend got the mushroom pizza which tasted better.,mushroom pizza positive
1004293,id_1,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff negative
1477631,id_1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food positive <sep> feel positive
1719567,id_2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops positive <sep> sauce positive
1730014,id_2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer positive <sep> filet positive <sep> frites negative
611117,id_4,Thanks Bloom's for a lovely trip.,Bloom's positive
611117,id_0,Best Reuben sandwich ever!,Reuben sandwich positive
1138996,id_6,Make sure you try this place as often as you can.,place positive
1661757,id_0,What a great place.,place positive
1189674,id_3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",open kitchen positive <sep> restaurant negative
1398844,id_4,Service is not what one would expect from a joint in this price category.,Service negative
1727363,id_2,An excellent service,service positive
1603698,id_6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict negative
1430994,id_2,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque positive
632121,id_1,The jukebox plays everything from Italian Opera to The Strokes.,jukebox positive
1404042,id_6,"Skip this restaurant, it's a big disappointment.",restaurant negative
535171,id_0,What a great place!,place positive
1457607,id_2,The characters really make for an enjoyable experience.,characters positive
397331,id_4,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,Mizu positive
1448587,id_0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food neutral <sep> lemon salad negative
1417496,id_1,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food positive
558423,id_3,It's definately not a place to go if you want to impress someone.,place negative
430342,id_1,"Kind, attentive wait staff.",wait staff positive
626269,id_1,The best pad thai i've ever had.,pad thai positive
1335154,id_4,"I didn't complain, I liked the atmosphere so much.",atmosphere positive
657129,id_5,My fav was the sassy lassi...,sassy lassi positive
503807,id_6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal positive <sep> restaurant negative
1471273,id_3,Prices too high for this cramped and unappealing resturant.,resturant negative
707917,id_2,Rao's has the best service and atmosphere in NYC.,service positive <sep> atmosphere positive
1603698,id_0,I have been to Roth's twice and both times were very disappointing.,Roth's negative
1632445,id_2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich positive <sep> spaghetti with Scallops and Shrimp positive
1661043,id_5,Service is average.,Service neutral
1347423,id_2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager positive
1053543,id_3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll positive <sep> rock shrimp tempura positive
1394712,id_4,"However, I think this place is a good hang out spot.",place positive
1280179,id_1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",Service neutral
507755,id_0,"Have eaten at Ginger House several times, and it's always good.",Ginger House positive
717570,id_2,The food was delicious but do not come here on a empty stomach.,food positive <sep> food negative
1655521,id_3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff positive
1102681,id_2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",food positive <sep> French Onion soup negative <sep> French Onion soup positive <sep> desserts negative
1748813,id_0,I stumbled upon this great pizzeria as I explored my new neighborhood.,pizzeria positive
454704,id_1,The service is awful.,service negative
485966,id_3,I did not try the caviar but I tried their salmon and crab salad (they are all good),salmon positive <sep> crab salad positive
426930,id_2,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes positive
1086415,id_2,"$6 and there is much tasty food, all of it fresh and continually refilled.",food positive
1626564,id_1,Food is excellent.,Food positive
1340075,id_5,The takeout is great too since they give high quality tupperware as well.,takeout positive
1706644,id_2,"I also ordered the Change Mojito, which was out of this world.",Change Mojito positive
1016296,id_3,"Food was okay, nothing great.",Food neutral
1126886,id_1,This is by far my favorite place in the neighborhood.,place positive
744478,id_0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",place positive
657129,id_3,the drinks are amazing and half off till 8pm.,drinks positive
1308557,id_0,The service was the only thing good about this restaurant.,service positive <sep> restaurant negative
1626564,id_2,Fish is so very fresh.,Fish positive
1500453,id_3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle positive <sep> lamb glazed with balsamic vinegar positive
1004293,id_3,The food was lousy - too sweet or too salty and the portions tiny.,food negative <sep> portions negative
955711,id_2,LOVE the atmosphere - felt like I was in Paris.,atmosphere positive
1404042,id_1,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,meals negative <sep> rosemary or orange flavoring negative
1603698,id_2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",service negative
1398844,id_6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,service negative
720620,id_4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee positive <sep> Ow Ley Soh positive
493013,id_0,Suan is a great place that I often take my friends (classmates) too.,Suan positive
445960,id_1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,restaurant positive
1496707,id_2,The wine the service was very good too.,wine positive <sep> service positive
509227,id_1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food negative <sep> ambience negative
717570,id_5,The staff there is very attentive and down to earth.,staff positive
1410878,id_1,I've never had bad service and the fish is fresh and delicious.,service positive <sep> fish positive
1615322,id_2,They have authentic Indian at amazin prices.,Indian positive
490565,id_4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini positive <sep> Vanilla Shanty positive <sep> setting positive <sep> music positive
872763,id_5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,delivery guys negative
1662726,id_1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman negative
682391,id_2,The service is good and the resturant is clean.,service positive <sep> resturant positive
1609375,id_0,Planet Thai is great!,Planet Thai positive
485966,id_2,Service was good and food is wonderful.,Service positive <sep> food positive
541532,id_2,"Food was very good, but not what I would consider out of this world.",Food neutral
1338124,id_3,The Yellowtail was particularly good as well.,Yellowtail positive
1131595,id_0,This place is incredibly tiny.,place negative
1102681,id_1,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",restaurant positive
1357554,id_3,"Service was slow, but the people were friendly.",Service negative <sep> people positive
1713185,id_3,If you want good authentic Thai this place is not the place to go.,Thai negative
404464,id_0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people positive <sep> food negative <sep> Thalia positive
1074868,id_4,The food was well prepared and the service impecable.,food positive <sep> service positive
1280166,id_1,"Service was very good - prompt, attentive and non-intrusive.",Service positive
1102681,id_0,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",Cosette positive
1347423,id_0,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,restaurant positive
1496205,id_3,Try green curry with vegetables.,green curry with vegetables positive
512925,id_0,it's a perfect place to have a amanzing indian food.,indian food positive
1730014,id_1,"Service here was great, food was fantastic.",Service positive <sep> food positive
1398844,id_7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food positive <sep> Teodora negative
1138996,id_3,As always we had a great glass of wine while we waited.,glass of wine positive
1126814,id_0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",Leon positive <sep> specials positive <sep> atmosphere positive <sep> French bistro fare positive
521916,id_0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",Appetizers neutral <sep> waiter negative <sep> potato stuff kanish positive
1118167,id_2,The pizza was delivered cold and the cheese wasn't even fully melted!,pizza negative <sep> cheese negative
1496205,id_4,"The quantity is also very good, you will come out satisfied.",quantity positive
1663111,id_5,The wine list is also really nice.,wine list positive
433878,id_1,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones negative
1387314,id_0,I go and eat out at many different restaurants and this is one place you have go and try.,place positive
503807,id_5,The service was friendly and the atmosphere was casual.,service positive <sep> atmosphere neutral
1615322,id_4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats negative
955711,id_0,This place blew me away...by far my new favorite restaurant on the uppereast side.,place positive
1663111,id_2,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere positive <sep> dishes positive <sep> service positive
1225162,id_0,"Raga's is a romantic, cozy restaurant.",Raga's positive
1413697,id_2,The place is so cool and the service is prompt and curtious.,service positive <sep> place positive
1286916,id_4,You cannot go wrong at the Red Eye Grill.,Red Eye Grill positive
1410878,id_2,Their tuna tartar appetizer is to die for.,tuna tartar appetizer positive
1661043,id_1,Salads are a delicious way to begin the meal.,Salads positive
1357554,id_4,It's a nice place to relax and have conversation.,place positive
1748839,id_7,"For the people who want great food plus great service, Roxy is a place to AVOID!",food negative <sep> service negative
512294,id_1,"If you are looking for a good quality, cheap eats - this is the place.",eats positive
1167434,id_3,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu negative
461928,id_0,This tiny Williamsburg spot is always pleasantly surprising.,Williamsburg spot positive
1413697,id_3,I highly recommend to anyone to give this place a try.,place positive
1496707,id_1,I had the best ravioli ever.,ravioli positive
1663111,id_0,I absolutely Loved this place.,place positive
461928,id_1,The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza positive <sep> proprietor positive
1660047,id_1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service negative
449802,id_0,"Good spreads, great beverage selections and bagels really tasty.",spreads positive <sep> beverage selections positive <sep> bagels positive
530517,id_2,"Great food, great decor, great service.",food positive <sep> decor positive <sep> service positive
511290,id_4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience positive <sep> staff positive
455623,id_1,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,Pizza positive
1041457,id_6,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",place negative <sep> decor positive <sep> vent negative
1470286,id_0,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish positive <sep> service positive
1431154,id_1,If you like spicy food get the chicken vindaloo.,chicken vindaloo positive
1726473,id_3,A Thai restaurant out of rice during dinner?,Thai restaurant negative
957145,id_1,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service positive <sep> staff positive
1649025,id_1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish positive <sep> drunken chicken positive <sep> soupy dumplings positive <sep> stir fry blue crab positive
713152,id_1,"I got the $10 10-piece dim sum combo, every bite of which was great.",$10 10-piece dim sum combo positive
737999,id_5,Yakitori (bbq meats) is tasty too.,Yakitori (bbq meats) positive
1293334,id_4,"Please take my advice, go and try this place.",place positive
682250,id_1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions neutral
759781,id_0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",Areo positive
1090587,id_1,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,view positive
1561259,id_2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess negative <sep> waitress negative
1125284,id_2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs positive <sep> specials menus positive <sep> food positive <sep> waitstaff positive
1138996,id_5,The people that work there are always so friendly you forget you are in New York sometimes.,people positive
1577714,id_1,Haru on Park S is simply disgusting.,Haru on Park S negative
1671113,id_3,"If the weather is nice, try to snag an outside table.",outside table positive
1451107,id_4,Our food was great too!,food positive
1269216,id_3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels positive
1573534,id_5,and yes Dal Bukhara is so dam good and so are all the kababs.,kababs positive <sep> Dal Bukhara positive
493013,id_5,I will go back to Suan soon!,Suan positive
1232468,id_0,The tuna and wasabe potatoes are excellent.,tuna positive <sep> wasabe potatoes positive
1394712,id_3,We won't go to this place again for a good meal.,meal negative
1723658,id_2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes positive <sep> lamb sausages positive <sep> sardines with biscuits positive <sep> large whole shrimp positive <sep> pistachio ice cream positive
1632929,id_5,Truly the mark of an attentive waiter.,waiter positive
1275154,id_8,Try the lobster teriyaki and the rose special roll.,lobster teriyaki positive <sep> rose special roll positive
1439875,id_1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service positive <sep> place negative <sep> place positive
1055910,id_1,THe perfect spot.,spot positive
519425,id_4,The place itself is beautiful the bar scene seems to be happening.,place positive <sep> bar scene positive
1661043,id_0,Pizza here is consistently good.,Pizza positive
1064477,id_4,We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal positive
1730447,id_0,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza place positive
1287538,id_2,The restaurant is cute but not upscale.,restaurant neutral
632121,id_3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe positive <sep> owner positive <sep> service positive
1138996,id_4,"When we sat, we got great and fast service.",service positive
1706644,id_5,"Overall, excellent restaurant!",restaurant positive
1623276,id_0,Patroon features a nice cigar bar and has great staff.,cigar bar positive <sep> staff positive
1561259,id_3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress negative
1205520,id_0,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,Mizu positive
1398844,id_0,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place negative
1471273,id_4,Zero ambiance to boot.,ambiance negative
1189674,id_1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food positive <sep> service positive
1500453,id_2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food positive <sep> dishes positive <sep> specials positive <sep> regular menu-fare positive
1154550,id_2,Get the tuna of gari.,tuna of gari positive
1586174,id_2,not sure why this restaurant would be rated that highly.,restaurant negative
1413697,id_0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza positive
493013,id_1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",location positive <sep> Suan positive
490565,id_6,You can't go wrong with this place.,place positive
1572033,id_0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",vegetarian dishes negative <sep> non-veg selections positive
875139,id_3,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,penne a la vodka positive
929329,id_3,"Interesting selection, good wines, service fine, fun decor.",wines positive <sep> service positive <sep> decor positive <sep> selection positive
1395421,id_4,Check this place out!,place positive
1353599,id_3,The sangria was pretty tasty and good on a hot muggy day.,sangria positive
1486041,id_4,Taxan delicious!,Taxan positive
1289424,id_5,I highly recommend visiting this restaurant and having dinner and drinks!,restaurant positive
1335656,id_3,Salads were fantastic.,Salads positive
1572027,id_3,I ate here a week ago and found most dishes average at best and too expensive.,dishes negative
493013,id_3,noodles with shrimp and chicken and coconut juice is the MUST!,noodles with shrimp and chicken and coconut juice positive
1064477,id_3,The rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration positive
958809,id_2,We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings positive
958809,id_1,I have to say I have never had a disapointing meal here.,meal positive
957145,id_4,I lOVE THIS PLACE!,PLACE positive
1615322,id_3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,MEAT dishes negative
1730127,id_1,"The food is outstanding and the service is quick, friendly and very professional.",food positive <sep> service positive
553097,id_4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu negative
1286916,id_1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",live jazz band positive <sep> atmosphere positive
1451109,id_2,The food was pretty tradional but it was hot and good with large portions.,food positive <sep> portions positive
1609375,id_2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc negative <sep> restaurant positive
535086,id_1,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer positive
584025,id_0,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot positive
1404042,id_2,Fish was overdone.,Fish negative
1341354,id_1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,Caesar Salad positive <sep> arugula and goat cheese positive
1126814,id_3,Decent wine at reasonable prices.,wine neutral <sep> wine positive
872763,id_4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys negative
1470286,id_1,Delivery is fast too.,Delivery positive
1561259,id_0,"The food is good, I can't lie.",food positive
1028246,id_0,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish positive
1289424,id_0,We had a great time at the Jekyll and hyde Pub last night.,Jekyll and hyde Pub positive
1430994,id_6,My boyfriend had Prime Rib it was good .,Prime Rib positive
454704,id_2,This place is not worth the prices.,place negative
536919,id_1,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters positive
535171,id_2,"A cool bar with great food, and tons of excellent beer.",bar positive <sep> food positive <sep> beer positive
455623,id_0,Love Pizza 33..,Pizza 33 positive
1660047,id_4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress negative
470488,id_1,The soup for the udon was soy sauce and water.,soup for the udon negative
397331,id_0,Mizu is the Japenese find in Grammercy.,Mizu positive
1394712,id_1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef and noodle soup dishes negative
464342,id_1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager negative
1432551,id_1,The portions are large and the servers always surprise us with a different starter.,portions positive
1728733,id_5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert) positive
709294,id_2,Indoor was very cozy and cute.,Indoor positive
680345,id_2,"Delicate spices, onions, eggs and a kick-ass roti.",spices positive <sep> onions positive <sep> eggs positive <sep> roti positive
958809,id_3,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon positive <sep> Sea Bass positive <sep> Crispy Duck positive
1041457,id_3,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree positive
1404042,id_4,Someone else recommended the dessert - we also left that.,dessert negative
1642666,id_1,We thought that this place is using too much of MSG cooking in the foods.,foods negative
1014458,id_2,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,foie gras terrine with figs positive <sep> duck confit positive
430342,id_0,delicious simple food in nice outdoor atmosphere.,food positive <sep> outdoor atmosphere positive
1573534,id_3,I am happy i did the food was awsome.,food positive
1189674,id_4,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",wine selection positive <sep> Gigondas positive <sep> house champagne positive
1723402,id_1,it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food positive
740923,id_1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish negative <sep> staff negative <sep> sushi chef negative
1707741,id_3,Service was also very good.,Service positive
1154550,id_0,This is the best sushi in new york city - hands down.,sushi positive
1718513,id_1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza positive <sep> spicy Italian cheese positive
1660047,id_2,"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress negative
1586174,id_4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",menu negative <sep> ingredients negative <sep> fish negative <sep> rice negative
1367358,id_3,"Ambience is delightful, service impeccable.",Ambience positive <sep> service positive
493013,id_2,I LOVE their Thai,Thai positive
1476493,id_0,I thought this place was totally overrated.,place negative
1349391,id_0,sometimes i get good food and ok service.,food positive <sep> service neutral
1655504,id_0,Have frequented 'ino for several years and the food remains excellent.,food positive
1335656,id_5,Ingredients are organic which is a real plus for me.,Ingredients positive
620892,id_5,"Service, however, was excellent...and I liked the setting/atmosphere a lot.",Service positive <sep> setting/atmosphere positive
1632445,id_4,The only fallback on this restaurant is the prices.,restaurant negative
1338124,id_4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",all you can eat deal negative
496132,id_1,The setting is casual and romantic.,setting positive
1253117,id_2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection negative
1395421,id_1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza positive <sep> wine positive <sep> service positive <sep> backyard dining area positive
1300636,id_0,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food positive <sep> service positive
1303984,id_0,This restaurant was way overhyped.,restaurant negative
759781,id_2,"Most of the servers are very attentive, friendly and quite attractive.",servers positive
498657,id_5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake negative <sep> roast pork buns negative <sep> egg custards negative
1349391,id_1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food negative <sep> service negative <sep> service negative <sep> good positive
682250,id_0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",decor positive <sep> service positive <sep> food positive
1167434,id_1,first it took us a long time to find the place.,place negative
610611,id_1,"stick with the chicken, beef, and lamb dishes.",chicken positive <sep> beef positive <sep> lamb dishes positive
496132,id_3,The food is excellent!,food positive
1710746,id_2,My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers neutral
1153034,id_1,"There was a small wait, but shorter than I expected.",wait positive
535086,id_3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,spot positive
1303984,id_1,My chow fun and chow see was really bland and oily.,chow fun and chow see negative
1004293,id_0,"Judging from previous posts this used to be a good place, but not any longer.",place negative
1090587,id_2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service positive <sep> food positive
1297844,id_2,The bagel was huge.,bagel positive
521916,id_1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon negative <sep> chicken positive <sep> servings for main entree negative
717570,id_3,The portions are small but being that the food was so good makes up for that.,portions negative <sep> food positive
1199292,id_3,I take all my NYC guests to VT's.,VT's positive
1253117,id_5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff negative <sep> pie positive
1719567,id_0,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich positive
1387314,id_1,This is my first time writing a review for a restaurant because the food and service was excellent.,food positive <sep> service positive
503807,id_2,The food was exceptional.,food positive
1189674,id_2,"The Steak Tartare is a great bet, they fix it for you at the table.",Steak Tartare positive
1199480,id_0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood positive <sep> food positive
