Predicted sentiment tags,Gold sentiment tags
"[(19, 27, 'NEU')]","[(11, 41, 'NEG'), (72, 78, 'NEU')]"
"[(57, 60, 'POS'), (38, 41, 'NEU'), (51, 55, 'NEU'), (31, 36, 'NEU')]","[(0, 7, 'NEG'), (15, 17, 'NEU'), (51, 55, 'NEG')]"
[],"[(0, 4, 'POS'), (31, 36, 'NEU')]"
[],"[(0, 4, 'NEG'), (13, 16, 'NEU')]"
[],"[(5, 16, 'NEU'), (18, 22, 'NEG')]"
"[(4, 8, 'NEG')]","[(10, 14, 'POS'), (28, 34, 'NEU')]"
[],"[(0, 6, 'NEU'), (8, 12, 'NEU'), (24, 28, 'NEU'), (66, 71, 'NEG')]"
"[(0, 2, 'NEG')]","[(15, 19, 'POS'), (48, 54, 'NEG')]"
"[(28, 31, 'NEG'), (0, 5, 'NEU'), (7, 12, 'NEU'), (33, 36, 'POS'), (21, 24, 'NEG')]","[(14, 19, 'NEG'), (28, 31, 'NEU')]"
[],"[(25, 30, 'NEU'), (73, 78, 'NEG')]"
"[(81, 86, 'POS')]","[(0, 5, 'NEU'), (55, 61, 'POS')]"
"[(49, 52, 'NEU'), (13, 15, 'NEU')]","[(0, 3, 'POS'), (5, 11, 'POS'), (44, 47, 'NEG'), (58, 60, 'NEG')]"
"[(12, 14, 'NEG'), (16, 21, 'NEG')]","[(0, 4, 'NEG'), (29, 31, 'NEG'), (41, 50, 'POS')]"
"[(46, 50, 'NEU'), (7, 14, 'NEG'), (30, 33, 'POS')]","[(0, 5, 'NEG'), (40, 44, 'NEU'), (79, 90, 'NEU')]"
[],"[(42, 46, 'NEU'), (90, 95, 'NEG')]"
"[(26, 33, 'NEU'), (35, 38, 'NEG')]","[(26, 33, 'NEG'), (45, 48, 'NEU'), (50, 54, 'NEU')]"
"[(0, 3, 'NEU'), (62, 65, 'NEU')]","[(11, 15, 'NEG'), (21, 24, 'NEU'), (36, 39, 'NEU')]"
"[(17, 21, 'POS'), (35, 39, 'NEU'), (0, 7, 'POS')]","[(0, 7, 'NEG'), (35, 39, 'NEG'), (48, 52, 'NEU')]"
"[(52, 55, 'POS'), (57, 61, 'POS'), (16, 17, 'NEU')]","[(19, 26, 'NEU'), (37, 49, 'POS')]"
"[(9, 15, 'NEU')]","[(26, 37, 'POS'), (39, 56, 'NEU')]"
"[(85, 90, 'NEU'), (81, 83, 'NEU'), (76, 79, 'POS'), (0, 5, 'NEU')]","[(0, 11, 'NEU'), (27, 33, 'NEU'), (60, 64, 'POS'), (81, 90, 'POS')]"
"[(4, 7, 'NEU'), (21, 22, 'NEG')]","[(31, 35, 'NEU'), (56, 58, 'POS')]"
"[(102, 105, 'POS')]","[(38, 44, 'NEG'), (60, 68, 'NEU')]"
"[(15, 22, 'POS')]","[(0, 6, 'NEG'), (74, 76, 'NEU'), (78, 82, 'NEU'), (96, 110, 'NEU')]"
"[(11, 14, 'NEG')]","[(24, 30, 'NEG'), (32, 37, 'NEU')]"
"[(25, 29, 'NEG')]","[(25, 29, 'NEU'), (40, 47, 'NEG'), (65, 68, 'NEU')]"
[],"[(8, 13, 'NEU'), (25, 28, 'POS')]"
[],"[(55, 61, 'NEG'), (73, 79, 'NEU')]"
"[(59, 62, 'POS'), (79, 82, 'POS'), (41, 49, 'NEG'), (24, 28, 'NEG')]","[(16, 22, 'POS'), (64, 71, 'NEU'), (79, 82, 'NEG')]"
"[(4, 10, 'NEU'), (33, 36, 'POS'), (38, 42, 'NEG')]","[(22, 25, 'NEG'), (38, 42, 'POS')]"
"[(34, 37, 'NEU')]","[(0, 10, 'NEU'), (19, 25, 'NEG'), (34, 37, 'NEG')]"
[],"[(14, 18, 'NEU'), (29, 32, 'POS')]"
[],"[(0, 3, 'POS'), (21, 27, 'NEG')]"
"[(54, 57, 'NEG'), (19, 22, 'NEG'), (38, 44, 'NEU')]","[(19, 36, 'NEG'), (59, 69, 'NEU')]"
[],"[(17, 21, 'NEG'), (37, 40, 'POS')]"
[],"[(0, 4, 'NEU'), (12, 17, 'NEG'), (23, 27, 'NEU'), (29, 35, 'NEU')]"
"[(0, 7, 'NEG'), (53, 56, 'NEU'), (14, 16, 'POS')]","[(0, 7, 'NEG'), (58, 68, 'NEU')]"
"[(25, 32, 'POS'), (34, 34, 'NEG'), (126, 129, 'NEU'), (113, 118, 'NEG')]","[(55, 59, 'POS'), (89, 96, 'POS'), (108, 124, 'NEU')]"
"[(16, 22, 'NEG')]","[(0, 14, 'POS'), (30, 34, 'NEU')]"
"[(59, 66, 'NEG'), (19, 22, 'NEU'), (8, 17, 'NEU')]","[(0, 6, 'POS'), (46, 51, 'NEG')]"
[],"[(0, 6, 'NEG'), (20, 25, 'POS')]"
"[(44, 47, 'NEU')]","[(0, 5, 'NEG'), (85, 88, 'NEU')]"
[],"[(0, 4, 'POS'), (11, 21, 'NEG'), (35, 42, 'NEG')]"
"[(69, 74, 'POS')]","[(28, 31, 'POS'), (51, 54, 'NEG')]"
[],"[(0, 4, 'NEG'), (18, 22, 'NEU'), (36, 39, 'NEU')]"
[],"[(14, 19, 'NEU'), (77, 83, 'NEG'), (106, 115, 'NEG')]"
"[(21, 29, 'NEG'), (17, 19, 'NEG')]","[(0, 8, 'POS'), (31, 54, 'NEU'), (56, 92, 'NEU')]"
"[(66, 71, 'NEG'), (93, 101, 'NEU'), (83, 91, 'NEU'), (57, 64, 'POS'), (41, 47, 'POS')]","[(13, 16, 'NEU'), (103, 114, 'POS')]"
[],"[(8, 12, 'NEG'), (28, 35, 'POS')]"
"[(44, 49, 'NEG')]","[(28, 33, 'NEG'), (60, 65, 'NEU')]"
"[(72, 76, 'POS'), (216, 220, 'NEU'), (0, 3, 'POS'), (208, 214, 'NEG'), (198, 201, 'POS'), (120, 129, 'NEU')]","[(0, 3, 'NEU'), (34, 49, 'NEU'), (63, 70, 'NEU'), (148, 159, 'POS'), (166, 182, 'POS')]"
[],"[(43, 48, 'NEG'), (67, 71, 'NEU')]"
"[(37, 40, 'NEG'), (14, 16, 'POS')]","[(8, 12, 'NEG'), (30, 35, 'NEG'), (55, 63, 'NEU')]"
[],"[(8, 13, 'NEG'), (26, 32, 'POS')]"
[],"[(0, 3, 'POS'), (24, 35, 'NEU')]"
"[(51, 57, 'POS'), (0, 1, 'POS')]","[(26, 31, 'NEG'), (51, 65, 'NEU')]"
[],"[(30, 38, 'NEU'), (50, 56, 'POS'), (63, 69, 'POS')]"
"[(27, 30, 'NEU')]","[(56, 60, 'NEG'), (74, 77, 'NEU')]"
[],"[(15, 18, 'POS'), (39, 43, 'NEG')]"
"[(121, 125, 'NEU'), (10, 17, 'POS')]","[(5, 8, 'NEU'), (50, 59, 'POS'), (61, 70, 'POS')]"
"[(36, 39, 'POS'), (28, 32, 'NEG'), (22, 26, 'NEU'), (28, 34, 'POS')]","[(0, 3, 'NEU'), (36, 39, 'NEU'), (41, 45, 'NEG')]"
"[(19, 23, 'POS'), (39, 41, 'NEG'), (52, 55, 'POS')]","[(13, 17, 'NEU'), (25, 32, 'POS'), (34, 37, 'POS')]"
"[(5, 10, 'NEG')]","[(5, 10, 'NEU'), (30, 33, 'NEG')]"
"[(14, 17, 'NEG')]","[(0, 6, 'POS'), (14, 17, 'NEU'), (43, 46, 'POS')]"
"[(65, 71, 'NEU'), (0, 7, 'NEG'), (15, 24, 'NEG')]","[(0, 7, 'NEG'), (45, 56, 'NEU'), (86, 89, 'NEU')]"
"[(68, 73, 'NEU'), (25, 29, 'NEG'), (44, 47, 'NEG')]","[(12, 15, 'NEU'), (25, 29, 'NEU'), (59, 66, 'NEG')]"
[],"[(0, 9, 'POS'), (59, 67, 'NEU')]"
"[(83, 88, 'POS'), (10, 17, 'NEU'), (98, 99, 'POS')]","[(0, 17, 'POS'), (44, 56, 'NEU'), (108, 114, 'NEG')]"
"[(47, 51, 'NEU'), (53, 61, 'NEG'), (13, 17, 'NEG')]","[(32, 37, 'NEU'), (39, 45, 'POS')]"
"[(7, 10, 'POS')]","[(0, 5, 'POS'), (23, 26, 'NEU')]"
"[(54, 63, 'NEU'), (65, 71, 'NEG'), (6, 10, 'POS')]","[(32, 36, 'NEU'), (38, 43, 'NEG'), (54, 63, 'NEG')]"
"[(5, 11, 'NEU')]","[(5, 11, 'POS'), (20, 23, 'NEG')]"
"[(12, 18, 'NEG')]","[(4, 6, 'NEU'), (28, 31, 'POS')]"
[],"[(4, 7, 'NEU'), (9, 13, 'NEG')]"
"[(28, 37, 'NEG')]","[(0, 18, 'NEU'), (20, 26, 'POS'), (49, 86, 'POS')]"
"[(44, 47, 'POS'), (10, 14, 'POS'), (23, 23, 'POS')]","[(16, 21, 'NEU'), (44, 47, 'POS')]"
"[(40, 44, 'NEU'), (24, 27, 'POS'), (0, 2, 'NEG'), (4, 9, 'NEU')]","[(4, 9, 'NEG'), (24, 27, 'POS')]"
"[(33, 36, 'POS'), (57, 60, 'POS'), (94, 97, 'NEG'), (99, 106, 'NEU')]","[(12, 19, 'NEG'), (33, 36, 'NEU'), (110, 120, 'NEU')]"
[],"[(25, 39, 'NEU'), (53, 56, 'POS')]"
"[(62, 68, 'NEU')]","[(20, 25, 'NEU'), (62, 68, 'NEG'), (98, 111, 'NEU')]"
"[(231, 237, 'POS')]","[(0, 3, 'NEU'), (5, 13, 'NEU'), (24, 27, 'NEU'), (35, 40, 'NEU'), (100, 109, 'POS'), (127, 146, 'POS'), (185, 197, 'POS'), (199, 215, 'POS'), (225, 229, 'POS'), (231, 237, 'POS'), (263, 274, 'POS')]"
"[(28, 36, 'NEU'), (64, 67, 'POS')]","[(5, 8, 'NEU'), (28, 36, 'NEU'), (38, 67, 'POS')]"
"[(7, 13, 'NEU'), (169, 171, 'POS'), (80, 87, 'NEU')]","[(7, 11, 'NEU'), (15, 33, 'POS'), (72, 87, 'POS'), (131, 167, 'NEU')]"
"[(26, 29, 'NEU')]","[(5, 8, 'NEU'), (26, 34, 'POS')]"
"[(4, 13, 'NEU')]","[(33, 39, 'POS'), (41, 45, 'POS'), (55, 59, 'NEG')]"
"[(21, 25, 'NEU')]","[(6, 11, 'NEU'), (13, 19, 'NEG')]"
"[(31, 39, 'NEU')]","[(19, 24, 'NEG'), (57, 60, 'NEU')]"
"[(91, 96, 'NEU'), (98, 108, 'POS'), (30, 36, 'POS')]","[(30, 36, 'NEU'), (38, 40, 'NEU'), (86, 89, 'NEU'), (127, 130, 'NEG')]"
"[(18, 23, 'NEU')]","[(16, 29, 'POS'), (31, 35, 'NEU')]"
[],"[(0, 10, 'NEU'), (30, 39, 'NEG')]"
[],"[(0, 4, 'POS'), (19, 24, 'NEU'), (36, 38, 'NEU')]"
"[(58, 62, 'NEU')]","[(13, 21, 'NEU'), (58, 62, 'POS'), (91, 94, 'POS')]"
"[(65, 68, 'NEG'), (29, 29, 'NEU')]","[(31, 34, 'NEU'), (0, 9, 'POS')]"
"[(111, 116, 'POS'), (130, 134, 'NEU'), (68, 73, 'POS'), (50, 58, 'NEG')]","[(0, 19, 'NEU'), (68, 80, 'POS'), (87, 116, 'NEU'), (118, 128, 'NEU'), (130, 142, 'NEU'), (144, 149, 'NEU'), (151, 162, 'NEU'), (172, 177, 'POS')]"
"[(72, 78, 'NEU')]","[(27, 33, 'POS'), (35, 58, 'NEU'), (80, 106, 'NEU'), (162, 178, 'NEU')]"
[],"[(0, 3, 'NEU'), (39, 45, 'POS')]"
"[(54, 57, 'POS'), (74, 79, 'POS')]","[(0, 6, 'NEU'), (44, 47, 'NEG')]"
"[(82, 90, 'NEU')]","[(34, 44, 'NEU'), (47, 52, 'NEG')]"
"[(30, 33, 'NEG')]","[(13, 21, 'POS'), (30, 40, 'NEU')]"
[],"[(0, 4, 'NEG'), (26, 29, 'NEU'), (59, 64, 'NEU')]"
"[(98, 100, 'NEG')]","[(22, 26, 'POS'), (28, 40, 'POS'), (69, 79, 'NEU'), (130, 140, 'NEG')]"
[],"[(14, 16, 'NEU'), (41, 45, 'NEG')]"
[],"[(6, 11, 'NEG'), (46, 50, 'NEU'), (65, 71, 'NEU')]"
"[(74, 79, 'POS'), (21, 30, 'POS')]","[(74, 79, 'NEG'), (102, 105, 'NEU')]"
"[(24, 27, 'POS'), (8, 12, 'NEU')]","[(0, 6, 'NEG'), (14, 17, 'POS'), (55, 59, 'NEG')]"
[],"[(0, 22, 'POS'), (45, 55, 'NEU'), (65, 69, 'NEU')]"
"[(56, 61, 'POS'), (34, 38, 'NEU'), (6, 9, 'NEU')]","[(0, 4, 'POS'), (21, 26, 'POS'), (87, 93, 'NEU'), (95, 100, 'NEU'), (106, 109, 'NEU')]"
"[(0, 2, 'POS')]","[(8, 16, 'NEU'), (18, 26, 'NEU'), (28, 40, 'POS')]"
"[(26, 32, 'POS'), (85, 88, 'NEU')]","[(16, 32, 'POS'), (95, 101, 'POS'), (107, 121, 'NEU')]"
[],"[(4, 9, 'NEU'), (25, 31, 'POS')]"
[],"[(0, 6, 'NEG'), (22, 25, 'NEU')]"
"[(8, 11, 'NEU'), (36, 39, 'NEG')]","[(13, 16, 'NEU'), (25, 34, 'NEU'), (41, 48, 'NEG'), (50, 53, 'POS')]"
"[(82, 87, 'POS'), (32, 33, 'NEU')]","[(11, 15, 'NEU'), (17, 20, 'POS'), (43, 71, 'NEU')]"
"[(14, 19, 'NEG')]","[(0, 5, 'POS'), (72, 75, 'NEU')]"
"[(84, 88, 'POS')]","[(3, 9, 'NEG'), (39, 44, 'NEG'), (51, 54, 'NEU'), (102, 107, 'NEU')]"
"[(86, 89, 'POS'), (13, 18, 'NEG')]","[(13, 18, 'NEG'), (76, 84, 'NEU')]"
[],"[(0, 6, 'NEG'), (14, 17, 'POS')]"
"[(65, 69, 'NEU'), (55, 61, 'POS'), (10, 16, 'NEU')]","[(30, 37, 'NEG'), (65, 69, 'NEU')]"
[],"[(0, 3, 'NEU'), (10, 13, 'NEU'), (89, 95, 'POS')]"
"[(76, 79, 'POS'), (10, 16, 'NEU')]","[(0, 3, 'NEG'), (18, 26, 'NEG'), (56, 60, 'NEU'), (89, 93, 'NEU')]"
[],"[(0, 6, 'NEG'), (15, 25, 'NEU'), (35, 49, 'NEU')]"
[],"[(0, 6, 'NEU'), (13, 17, 'NEU'), (56, 59, 'NEG')]"
"[(75, 79, 'NEG')]","[(6, 10, 'NEG'), (23, 36, 'POS')]"
"[(51, 55, 'POS'), (32, 34, 'NEU'), (15, 19, 'NEU')]","[(0, 8, 'POS'), (10, 19, 'POS'), (62, 72, 'POS'), (36, 43, 'NEU')]"
"[(46, 54, 'POS')]","[(11, 14, 'POS'), (16, 22, 'POS'), (56, 74, 'NEG'), (76, 95, 'NEG')]"
"[(37, 43, 'POS')]","[(10, 13, 'NEU'), (51, 55, 'POS')]"
[],"[(16, 28, 'NEU'), (53, 56, 'POS')]"
"[(15, 20, 'NEG'), (31, 34, 'POS')]","[(22, 29, 'NEG'), (42, 50, 'NEU')]"
"[(108, 112, 'NEU'), (86, 89, 'NEU')]","[(28, 35, 'NEG'), (91, 95, 'NEU')]"
"[(49, 55, 'NEU'), (10, 15, 'NEU')]","[(5, 8, 'POS'), (22, 28, 'NEG')]"
"[(39, 46, 'NEG'), (31, 37, 'NEU'), (48, 54, 'POS')]","[(0, 12, 'POS'), (39, 46, 'NEU')]"
"[(24, 33, 'NEU'), (51, 61, 'NEG')]","[(5, 9, 'NEG'), (24, 33, 'POS'), (46, 49, 'POS')]"
"[(10, 14, 'POS'), (68, 71, 'NEG')]","[(16, 20, 'NEU'), (40, 43, 'POS')]"
"[(56, 59, 'POS')]","[(12, 19, 'POS'), (56, 59, 'NEU')]"
"[(23, 26, 'POS'), (0, 9, 'NEG'), (18, 21, 'NEU')]","[(0, 9, 'NEG'), (38, 40, 'NEU')]"
"[(43, 47, 'NEU')]","[(17, 19, 'NEU'), (43, 47, 'POS')]"
"[(14, 16, 'NEU'), (57, 60, 'NEU')]","[(5, 12, 'NEG'), (18, 22, 'NEU'), (62, 67, 'NEU')]"
"[(17, 23, 'NEU')]","[(0, 5, 'NEU'), (29, 39, 'POS'), (41, 44, 'POS')]"
[],"[(5, 9, 'POS'), (13, 17, 'NEG')]"
"[(15, 21, 'NEG')]","[(23, 26, 'NEU'), (45, 49, 'NEG')]"
"[(33, 39, 'NEU'), (0, 4, 'NEU'), (41, 44, 'NEG'), (88, 91, 'POS')]","[(46, 53, 'POS'), (63, 75, 'NEU')]"
"[(44, 49, 'NEG')]","[(13, 16, 'NEU'), (37, 42, 'POS')]"
[],"[(24, 34, 'NEG'), (53, 58, 'POS'), (60, 64, 'POS')]"
[],"[(0, 5, 'NEG'), (31, 35, 'NEU'), (50, 56, 'NEG'), (78, 81, 'NEU')]"
"[(32, 37, 'NEU'), (81, 83, 'NEG')]","[(0, 10, 'NEU'), (32, 37, 'NEG'), (69, 72, 'POS'), (91, 94, 'NEU')]"
"[(11, 18, 'NEU')]","[(0, 18, 'NEU'), (33, 45, 'POS'), (95, 97, 'NEU')]"
"[(35, 41, 'NEU')]","[(11, 20, 'NEG'), (43, 46, 'POS')]"
"[(29, 35, 'POS'), (16, 19, 'NEU'), (62, 65, 'NEU')]","[(10, 19, 'POS'), (21, 35, 'POS'), (37, 50, 'POS'), (62, 79, 'NEU')]"
"[(87, 93, 'NEU')]","[(15, 21, 'NEU'), (23, 27, 'NEU'), (68, 77, 'NEG'), (68, 72, 'NEG')]"
"[(5, 8, 'POS')]","[(0, 3, 'POS'), (38, 41, 'NEU')]"
"[(44, 45, 'POS'), (53, 58, 'NEG'), (20, 24, 'POS')]","[(20, 24, 'NEU'), (36, 42, 'NEG')]"
[],"[(50, 62, 'POS'), (75, 77, 'NEU')]"
"[(38, 43, 'NEU'), (101, 106, 'NEU'), (12, 18, 'NEU')]","[(30, 36, 'NEU'), (64, 75, 'NEU'), (101, 106, 'POS')]"
"[(51, 57, 'NEG'), (99, 106, 'NEU')]","[(59, 63, 'NEU'), (70, 74, 'NEU'), (76, 83, 'POS'), (85, 91, 'POS')]"
[],"[(0, 5, 'NEG'), (30, 33, 'NEU'), (54, 59, 'NEU')]"
"[(3, 3, 'POS'), (10, 17, 'NEU')]","[(28, 31, 'NEU'), (43, 46, 'NEU'), (53, 59, 'POS')]"
"[(61, 65, 'NEU')]","[(11, 16, 'NEU'), (79, 83, 'NEU'), (116, 119, 'POS')]"
[],"[(8, 20, 'NEG'), (29, 37, 'NEG'), (39, 41, 'POS'), (43, 52, 'POS')]"
"[(41, 45, 'NEG')]","[(17, 33, 'NEU'), (47, 51, 'POS')]"
"[(45, 47, 'NEU')]","[(10, 19, 'POS'), (21, 23, 'POS'), (31, 42, 'NEU')]"
"[(5, 10, 'NEU'), (19, 28, 'NEG')]","[(5, 10, 'POS'), (58, 61, 'NEU')]"
"[(86, 92, 'POS')]","[(5, 11, 'POS'), (50, 54, 'NEU')]"
"[(37, 40, 'NEU')]","[(0, 5, 'NEG'), (37, 40, 'NEU')]"
"[(35, 44, 'NEG')]","[(0, 4, 'POS'), (55, 61, 'NEU')]"
"[(0, 6, 'POS')]","[(44, 46, 'POS'), (64, 67, 'NEU')]"
"[(136, 140, 'NEG')]","[(60, 66, 'POS'), (68, 85, 'NEU'), (113, 124, 'POS'), (183, 187, 'POS')]"
"[(22, 26, 'NEU'), (18, 20, 'POS')]","[(0, 4, 'NEG'), (22, 26, 'NEU'), (28, 30, 'NEU')]"
"[(10, 15, 'POS'), (39, 45, 'NEU')]","[(0, 3, 'POS'), (17, 23, 'NEG')]"
[],"[(9, 14, 'NEG'), (26, 30, 'NEU'), (62, 65, 'NEU')]"
"[(95, 105, 'NEU'), (107, 114, 'NEG'), (47, 55, 'NEU')]","[(38, 45, 'NEG'), (107, 114, 'NEU')]"
"[(30, 35, 'POS')]","[(8, 12, 'NEU'), (37, 40, 'NEG')]"
"[(69, 75, 'NEU'), (77, 79, 'NEU')]","[(0, 4, 'NEU'), (22, 52, 'POS'), (54, 67, 'NEU'), (69, 79, 'NEU')]"
"[(91, 93, 'POS'), (29, 32, 'NEU')]","[(72, 78, 'NEG'), (99, 103, 'NEU')]"
[],"[(44, 48, 'POS'), (61, 66, 'NEG'), (86, 91, 'NEG')]"
"[(41, 47, 'NEU'), (8, 13, 'POS'), (37, 39, 'POS')]","[(0, 6, 'POS'), (19, 25, 'NEG')]"
"[(61, 66, 'POS'), (75, 77, 'POS'), (28, 37, 'POS'), (119, 123, 'NEU'), (75, 77, 'NEU'), (125, 128, 'POS')]","[(10, 14, 'NEU'), (28, 37, 'POS'), (68, 73, 'NEU'), (136, 141, 'NEU'), (148, 156, 'NEU')]"
"[(42, 46, 'NEG'), (35, 40, 'NEU')]","[(28, 33, 'NEG'), (65, 69, 'NEU'), (75, 83, 'NEG')]"
[],"[(0, 9, 'POS'), (55, 61, 'NEU'), (70, 73, 'NEU'), (75, 81, 'NEU'), (83, 90, 'NEU'), (139, 146, 'POS')]"
"[(183, 188, 'NEU'), (83, 84, 'NEU'), (77, 81, 'NEU'), (0, 4, 'NEG'), (54, 55, 'POS'), (13, 20, 'NEU'), (22, 27, 'NEG')]","[(0, 9, 'POS'), (60, 75, 'NEU'), (169, 175, 'POS')]"
"[(56, 60, 'NEG'), (24, 30, 'POS')]","[(14, 36, 'POS'), (38, 44, 'NEU'), (82, 86, 'NEU')]"
"[(89, 91, 'NEU'), (54, 60, 'NEG'), (49, 52, 'POS'), (18, 26, 'NEG'), (46, 47, 'NEG')]","[(0, 3, 'NEG'), (33, 44, 'NEU'), (49, 52, 'NEG'), (54, 60, 'NEG'), (74, 77, 'NEG')]"
"[(18, 21, 'NEU'), (12, 16, 'NEU')]","[(23, 26, 'NEU'), (48, 57, 'POS')]"
"[(0, 9, 'NEU'), (16, 19, 'NEG')]","[(0, 9, 'POS'), (30, 37, 'NEG'), (52, 55, 'NEU')]"
[],"[(0, 5, 'POS'), (29, 33, 'NEU')]"
"[(30, 35, 'POS')]","[(5, 10, 'NEU'), (19, 23, 'NEU'), (30, 42, 'POS')]"
[],"[(43, 46, 'POS'), (48, 51, 'NEU')]"
[],"[(0, 5, 'NEG'), (34, 38, 'NEU')]"
"[(27, 30, 'POS')]","[(10, 15, 'NEU'), (64, 79, 'POS')]"
"[(0, 4, 'NEG'), (21, 27, 'POS')]","[(21, 27, 'NEG'), (41, 44, 'NEU')]"
"[(74, 76, 'POS')]","[(13, 17, 'NEG'), (31, 35, 'NEU'), (86, 89, 'NEG')]"
"[(106, 111, 'POS')]","[(9, 13, 'NEU'), (22, 26, 'NEG'), (51, 54, 'NEG'), (56, 58, 'NEU')]"
"[(74, 78, 'POS')]","[(32, 46, 'NEG'), (69, 72, 'NEU'), (93, 100, 'NEG')]"
"[(51, 60, 'POS'), (26, 35, 'NEU'), (83, 94, 'NEU')]","[(0, 5, 'POS'), (62, 65, 'NEU')]"
[],"[(27, 31, 'NEU'), (38, 41, 'POS')]"
"[(79, 84, 'POS'), (61, 64, 'NEU')]","[(0, 4, 'POS'), (94, 98, 'NEU')]"
"[(71, 77, 'POS')]","[(0, 5, 'NEG'), (14, 17, 'NEU'), (71, 77, 'NEU'), (79, 81, 'NEU')]"
"[(4, 8, 'NEU'), (0, 2, 'NEU')]","[(15, 18, 'NEG'), (20, 27, 'NEU'), (29, 35, 'NEU')]"
[],"[(0, 6, 'POS'), (28, 33, 'NEG')]"
"[(41, 45, 'POS'), (5, 11, 'NEU'), (60, 65, 'NEG'), (87, 92, 'NEU')]","[(0, 3, 'NEU'), (13, 24, 'POS'), (54, 58, 'POS'), (103, 109, 'POS')]"
"[(30, 35, 'NEU')]","[(0, 5, 'NEU'), (37, 43, 'NEG')]"
[],"[(10, 16, 'POS'), (36, 39, 'NEU')]"
"[(31, 37, 'NEU'), (89, 91, 'NEU')]","[(45, 49, 'NEG'), (89, 91, 'NEU')]"
"[(13, 16, 'NEU')]","[(0, 7, 'NEG'), (34, 37, 'POS')]"
[],"[(17, 19, 'NEU'), (39, 50, 'NEU'), (85, 89, 'POS')]"
"[(26, 31, 'NEG'), (5, 8, 'NEU'), (58, 61, 'NEU'), (52, 56, 'NEU')]","[(5, 8, 'POS'), (26, 31, 'NEU'), (43, 46, 'NEU'), (10, 11, 'NEU'), (52, 56, 'POS')]"
[],"[(8, 21, 'NEU'), (27, 33, 'NEG'), (35, 41, 'NEG')]"
"[(68, 72, 'NEU')]","[(15, 21, 'NEG'), (39, 44, 'NEG'), (68, 72, 'NEU'), (86, 89, 'NEU')]"
"[(0, 3, 'NEG'), (51, 55, 'NEU'), (26, 36, 'NEU')]","[(5, 16, 'POS'), (45, 49, 'POS'), (124, 129, 'NEU')]"
"[(44, 49, 'NEG')]","[(12, 16, 'POS'), (20, 24, 'POS'), (51, 59, 'NEU')]"
"[(91, 94, 'POS'), (6, 6, 'POS'), (106, 113, 'NEG'), (67, 70, 'POS')]","[(72, 82, 'POS'), (125, 136, 'NEU')]"
"[(21, 21, 'NEG'), (59, 62, 'NEU')]","[(9, 14, 'NEU'), (34, 42, 'POS'), (47, 52, 'NEG')]"
[],"[(0, 7, 'NEG'), (14, 18, 'NEU'), (68, 71, 'NEG')]"
[],"[(14, 20, 'NEG'), (22, 25, 'POS'), (27, 34, 'POS'), (41, 44, 'POS')]"
[],"[(0, 5, 'NEU'), (18, 27, 'POS'), (29, 33, 'POS'), (65, 74, 'POS')]"
[],"[(0, 10, 'NEU'), (25, 27, 'POS')]"
"[(5, 10, 'NEG'), (37, 46, 'NEU'), (24, 30, 'NEU'), (12, 15, 'NEG')]","[(0, 3, 'POS'), (48, 54, 'NEG')]"
