Predicted sentiment tags,Gold sentiment tags
"[(47, 51, 'NEG')]","[(25, 39, 'NEU'), (53, 56, 'POS')]"
"[(47, 50, 'NEU'), (52, 60, 'NEU'), (16, 21, 'NEG')]","[(8, 21, 'NEU'), (35, 41, 'NEG'), (52, 60, 'NEU')]"
"[(19, 24, 'NEU')]","[(0, 3, 'POS'), (19, 24, 'NEG')]"
"[(8, 11, 'NEG')]","[(44, 46, 'POS'), (64, 67, 'NEU')]"
"[(66, 71, 'NEU')]","[(24, 34, 'NEG'), (53, 58, 'POS'), (60, 64, 'POS')]"
[],"[(43, 48, 'NEG'), (67, 71, 'NEU')]"
[],"[(21, 27, 'NEG'), (41, 44, 'NEU')]"
"[(49, 55, 'POS'), (77, 80, 'NEU')]","[(63, 72, 'NEG'), (97, 98, 'NEU'), (122, 131, 'NEG')]"
"[(57, 60, 'POS'), (18, 22, 'NEU')]","[(5, 12, 'NEG'), (18, 22, 'NEU'), (62, 67, 'NEU')]"
[],"[(0, 6, 'NEU'), (27, 30, 'POS'), (38, 49, 'POS')]"
"[(6, 9, 'NEG'), (24, 30, 'NEG')]","[(24, 30, 'POS'), (54, 57, 'NEU')]"
"[(113, 119, 'NEU'), (121, 129, 'NEU'), (89, 93, 'NEG'), (80, 87, 'POS'), (59, 70, 'POS')]","[(7, 11, 'NEU'), (15, 33, 'POS'), (72, 87, 'POS'), (131, 167, 'NEU')]"
"[(53, 56, 'NEG')]","[(0, 5, 'NEG'), (40, 56, 'NEU')]"
"[(0, 4, 'POS')]","[(15, 24, 'POS'), (37, 39, 'NEU')]"
"[(32, 36, 'NEU')]","[(6, 10, 'NEG'), (23, 36, 'POS')]"
"[(14, 19, 'NEG'), (21, 26, 'NEU'), (0, 6, 'POS')]","[(28, 33, 'NEG'), (60, 65, 'NEU')]"
[],"[(24, 30, 'NEG'), (32, 37, 'NEU')]"
"[(39, 42, 'POS'), (49, 53, 'NEG')]","[(0, 20, 'NEG'), (27, 37, 'NEG'), (39, 47, 'NEU')]"
[],"[(0, 6, 'NEG'), (20, 25, 'POS')]"
[],"[(27, 34, 'NEU'), (47, 51, 'POS')]"
"[(97, 100, 'POS'), (30, 35, 'POS')]","[(11, 13, 'POS'), (22, 28, 'NEU'), (30, 41, 'NEU'), (62, 67, 'POS')]"
"[(95, 97, 'NEU')]","[(0, 18, 'NEU'), (33, 45, 'POS'), (95, 97, 'NEU')]"
[],"[(0, 6, 'NEG'), (8, 14, 'NEG'), (24, 27, 'POS')]"
[],"[(35, 39, 'NEG'), (62, 66, 'NEU'), (68, 71, 'POS')]"
"[(68, 72, 'POS')]","[(7, 17, 'NEU'), (31, 35, 'NEG')]"
"[(31, 41, 'NEU')]","[(25, 29, 'NEU'), (43, 49, 'NEG'), (51, 54, 'NEG')]"
[],"[(11, 17, 'NEG'), (19, 23, 'NEU')]"
"[(69, 74, 'POS'), (203, 205, 'POS'), (119, 123, 'NEG'), (214, 223, 'NEU'), (59, 63, 'NEU'), (177, 187, 'NEG'), (65, 67, 'POS'), (157, 165, 'POS')]","[(4, 6, 'NEU'), (26, 33, 'NEG'), (108, 111, 'POS'), (167, 175, 'NEG')]"
"[(5, 8, 'NEG'), (109, 116, 'NEG')]","[(5, 8, 'NEU'), (101, 107, 'POS')]"
"[(26, 36, 'NEG'), (95, 105, 'NEU'), (47, 55, 'NEG')]","[(38, 45, 'NEG'), (107, 114, 'NEU')]"
"[(0, 6, 'NEG')]","[(13, 29, 'NEG'), (31, 34, 'NEU')]"
"[(30, 32, 'NEU'), (12, 17, 'NEG')]","[(0, 10, 'NEU'), (19, 25, 'NEG')]"
"[(75, 81, 'NEU')]","[(0, 9, 'POS'), (55, 61, 'NEU'), (70, 73, 'NEU'), (75, 81, 'NEU'), (83, 90, 'NEU'), (139, 146, 'POS')]"
"[(8, 12, 'POS'), (106, 112, 'NEG'), (19, 24, 'POS'), (99, 104, 'NEU'), (43, 50, 'NEU'), (60, 65, 'NEG')]","[(72, 78, 'NEG'), (99, 103, 'NEU')]"
"[(0, 4, 'POS')]","[(6, 10, 'POS'), (12, 16, 'NEU')]"
"[(15, 19, 'POS'), (66, 70, 'NEU')]","[(23, 27, 'NEU'), (33, 40, 'POS')]"
"[(0, 5, 'NEG'), (33, 36, 'NEU')]","[(14, 19, 'NEG'), (28, 31, 'NEU')]"
"[(18, 21, 'NEG')]","[(0, 10, 'NEG'), (46, 53, 'POS')]"
"[(35, 37, 'NEG')]","[(31, 42, 'NEU'), (48, 52, 'NEG')]"
"[(58, 69, 'POS'), (38, 50, 'POS'), (186, 190, 'POS'), (90, 109, 'POS'), (127, 130, 'NEG')]","[(6, 36, 'NEU'), (52, 56, 'POS'), (71, 88, 'POS'), (90, 125, 'POS'), (132, 150, 'POS')]"
"[(32, 36, 'NEU')]","[(56, 60, 'NEG'), (74, 77, 'NEU')]"
"[(26, 35, 'NEG'), (83, 94, 'NEG'), (62, 65, 'NEU'), (104, 109, 'POS')]","[(0, 5, 'POS'), (62, 65, 'NEU')]"
[],"[(22, 25, 'NEG'), (38, 42, 'POS')]"
[],"[(17, 19, 'NEU'), (39, 50, 'NEU'), (85, 89, 'POS')]"
"[(33, 40, 'NEU')]","[(4, 7, 'NEU'), (9, 13, 'NEU'), (33, 40, 'NEG')]"
[],"[(0, 6, 'NEG'), (22, 27, 'NEG'), (71, 81, 'NEU')]"
"[(18, 24, 'POS')]","[(0, 5, 'NEG'), (37, 40, 'NEU')]"
"[(159, 164, 'NEU'), (58, 61, 'POS'), (87, 98, 'NEU'), (24, 27, 'NEU'), (270, 274, 'POS')]","[(0, 3, 'NEU'), (5, 13, 'NEU'), (24, 27, 'NEU'), (35, 40, 'NEU'), (100, 109, 'POS'), (127, 146, 'POS'), (185, 197, 'POS'), (199, 215, 'POS'), (225, 229, 'POS'), (231, 237, 'POS'), (263, 274, 'POS')]"
[],"[(0, 4, 'NEG'), (13, 16, 'NEU')]"
[],"[(0, 3, 'POS'), (5, 10, 'NEU')]"
[],"[(0, 3, 'NEG'), (12, 18, 'POS')]"
"[(22, 25, 'NEU'), (27, 33, 'NEU')]","[(15, 25, 'NEU'), (27, 33, 'NEG')]"
"[(52, 56, 'POS'), (0, 5, 'NEU')]","[(0, 5, 'NEU'), (18, 27, 'POS'), (29, 33, 'POS'), (65, 74, 'POS')]"
"[(47, 55, 'POS'), (41, 45, 'NEU')]","[(19, 24, 'NEG'), (57, 60, 'NEU')]"
"[(31, 37, 'NEU')]","[(45, 49, 'NEG'), (89, 91, 'NEU')]"
[],"[(0, 3, 'NEG'), (5, 9, 'NEU')]"
[],"[(12, 16, 'POS'), (20, 24, 'POS'), (51, 59, 'NEU')]"
"[(39, 43, 'NEU')]","[(6, 10, 'NEU'), (50, 64, 'POS')]"
"[(44, 47, 'NEU')]","[(0, 3, 'POS'), (5, 11, 'POS'), (44, 47, 'NEG'), (58, 60, 'NEG')]"
"[(29, 35, 'NEU'), (19, 27, 'NEG')]","[(12, 17, 'NEU'), (39, 42, 'NEG')]"
"[(14, 18, 'POS'), (54, 66, 'POS'), (0, 7, 'NEG')]","[(0, 7, 'NEG'), (14, 18, 'NEU'), (68, 71, 'NEG')]"
"[(5, 9, 'NEU')]","[(0, 9, 'NEG'), (35, 42, 'NEU')]"
"[(28, 30, 'NEU')]","[(0, 9, 'NEG'), (38, 40, 'NEU')]"
"[(53, 60, 'NEU')]","[(0, 11, 'NEU'), (35, 49, 'NEG')]"
[],"[(0, 4, 'NEG'), (29, 31, 'NEG'), (41, 50, 'POS')]"
"[(13, 16, 'POS'), (22, 31, 'POS')]","[(38, 41, 'NEU'), (48, 51, 'NEG')]"
"[(5, 10, 'NEU')]","[(5, 22, 'POS'), (46, 56, 'NEU')]"
"[(22, 31, 'NEG')]","[(4, 16, 'NEG'), (44, 47, 'NEU'), (57, 64, 'NEG'), (80, 90, 'NEG')]"
[],"[(23, 33, 'NEU'), (42, 46, 'NEG')]"
"[(50, 50, 'NEG')]","[(30, 34, 'NEU'), (42, 48, 'NEU'), (69, 74, 'NEG')]"
[],"[(34, 37, 'POS'), (71, 75, 'NEU'), (135, 139, 'NEU')]"
"[(84, 90, 'NEU'), (39, 46, 'POS'), (104, 107, 'POS')]","[(11, 16, 'POS'), (29, 37, 'POS'), (63, 68, 'NEU'), (104, 107, 'POS'), (126, 130, 'POS'), (142, 146, 'POS')]"
"[(0, 4, 'POS')]","[(17, 21, 'NEG'), (37, 40, 'POS')]"
"[(60, 64, 'NEU'), (34, 34, 'NEU')]","[(24, 29, 'NEG'), (41, 45, 'NEU')]"
"[(25, 28, 'POS')]","[(6, 11, 'NEG'), (46, 50, 'NEU'), (65, 71, 'NEU')]"
"[(75, 80, 'POS'), (0, 3, 'POS')]","[(16, 20, 'NEU'), (40, 43, 'POS')]"
"[(51, 54, 'NEU')]","[(56, 59, 'NEU'), (71, 79, 'POS')]"
[],"[(31, 34, 'NEU'), (0, 9, 'POS')]"
"[(77, 83, 'NEG'), (48, 51, 'NEU')]","[(0, 4, 'NEU'), (31, 36, 'NEG')]"
"[(48, 50, 'NEU')]","[(0, 8, 'NEG'), (70, 75, 'POS')]"
"[(6, 13, 'POS'), (69, 72, 'NEG')]","[(32, 46, 'NEG'), (69, 72, 'NEU'), (93, 100, 'NEG')]"
[],"[(0, 12, 'POS'), (39, 46, 'NEU')]"
"[(72, 76, 'NEG'), (154, 159, 'POS')]","[(0, 3, 'NEU'), (34, 49, 'NEU'), (63, 70, 'NEU'), (148, 159, 'POS'), (166, 182, 'POS')]"
"[(30, 36, 'NEU')]","[(0, 3, 'NEU'), (14, 19, 'POS')]"
"[(38, 44, 'POS'), (54, 57, 'NEU'), (32, 36, 'NEU')]","[(19, 36, 'NEG'), (59, 69, 'NEU')]"
"[(89, 91, 'NEU'), (62, 72, 'NEG')]","[(0, 3, 'NEG'), (33, 44, 'NEU'), (49, 52, 'NEG'), (54, 60, 'NEG'), (74, 77, 'NEG')]"
"[(42, 48, 'POS')]","[(0, 6, 'POS'), (28, 33, 'NEG')]"
[],"[(0, 4, 'NEU'), (11, 24, 'POS')]"
[],"[(18, 27, 'NEG'), (47, 50, 'NEU'), (77, 80, 'NEU')]"
[],"[(43, 47, 'NEU'), (58, 62, 'NEG'), (64, 72, 'NEG')]"
"[(21, 28, 'NEG'), (52, 55, 'NEU')]","[(0, 9, 'POS'), (30, 37, 'NEG'), (52, 55, 'NEU')]"
"[(23, 28, 'POS'), (0, 6, 'NEU')]","[(17, 21, 'NEG'), (46, 56, 'NEU')]"
"[(28, 33, 'POS'), (8, 15, 'POS')]","[(18, 26, 'NEU'), (90, 99, 'POS')]"
"[(0, 2, 'POS')]","[(4, 9, 'NEU'), (52, 55, 'POS')]"
"[(34, 40, 'POS'), (20, 25, 'NEG')]","[(6, 13, 'NEU'), (27, 32, 'NEG'), (42, 45, 'NEU')]"
[],"[(0, 10, 'NEU'), (30, 39, 'NEG')]"
"[(34, 39, 'NEU'), (9, 16, 'NEU')]","[(0, 3, 'NEU'), (5, 16, 'POS'), (18, 22, 'POS'), (24, 32, 'POS')]"
"[(83, 88, 'NEU')]","[(0, 17, 'POS'), (44, 56, 'NEU'), (108, 114, 'NEG')]"
"[(12, 16, 'POS'), (0, 4, 'NEU'), (12, 16, 'NEG'), (6, 10, 'NEG'), (61, 65, 'NEU')]","[(23, 26, 'NEU'), (48, 57, 'POS')]"
[],"[(0, 7, 'NEG'), (14, 17, 'NEU'), (39, 42, 'NEU')]"
"[(0, 4, 'NEG')]","[(50, 62, 'POS'), (75, 77, 'NEU')]"
"[(32, 40, 'NEU'), (19, 23, 'NEG'), (42, 46, 'POS'), (0, 8, 'POS')]","[(0, 8, 'NEU'), (58, 63, 'NEG')]"
"[(18, 21, 'NEU'), (54, 60, 'NEU')]","[(23, 28, 'NEU'), (34, 39, 'NEG'), (46, 52, 'NEU')]"
"[(62, 71, 'NEU'), (26, 31, 'NEU')]","[(0, 5, 'NEU'), (73, 83, 'NEG')]"
"[(98, 101, 'NEG')]","[(5, 11, 'POS'), (50, 54, 'NEU')]"
"[(23, 26, 'NEU'), (28, 30, 'NEU')]","[(28, 30, 'NEG'), (41, 44, 'NEU')]"
"[(60, 67, 'POS'), (10, 13, 'NEG'), (0, 8, 'NEU')]","[(21, 25, 'NEU'), (33, 39, 'NEG')]"
"[(37, 42, 'NEG')]","[(5, 10, 'NEU'), (19, 23, 'NEU'), (30, 42, 'POS')]"
[],"[(72, 82, 'POS'), (125, 136, 'NEU')]"
[],"[(7, 11, 'NEU'), (13, 23, 'NEU'), (45, 56, 'NEG')]"
"[(0, 7, 'NEU')]","[(14, 18, 'NEU'), (29, 32, 'POS')]"
"[(29, 32, 'NEU'), (5, 8, 'NEG'), (17, 17, 'NEG')]","[(0, 3, 'POS'), (19, 27, 'POS'), (86, 94, 'NEU')]"
[],"[(15, 20, 'NEU'), (36, 45, 'NEG')]"
"[(18, 23, 'NEU'), (72, 79, 'POS'), (56, 56, 'NEU'), (61, 68, 'NEU')]","[(55, 59, 'POS'), (89, 96, 'POS'), (108, 124, 'NEU')]"
"[(84, 90, 'NEU')]","[(24, 31, 'NEU'), (33, 38, 'NEG'), (56, 61, 'NEU')]"
"[(0, 3, 'POS')]","[(0, 3, 'POS'), (24, 35, 'NEU')]"
"[(55, 59, 'POS'), (32, 37, 'NEG')]","[(15, 21, 'NEG'), (39, 44, 'NEG'), (68, 72, 'NEU'), (86, 89, 'NEU')]"
[],"[(46, 50, 'NEU'), (52, 57, 'NEG')]"
"[(41, 47, 'NEU'), (36, 39, 'NEU'), (20, 23, 'NEU')]","[(13, 18, 'NEU'), (41, 47, 'POS')]"
"[(104, 112, 'NEU'), (49, 57, 'NEG')]","[(0, 18, 'NEU'), (20, 26, 'POS'), (49, 86, 'POS')]"
[],"[(0, 5, 'NEG'), (12, 15, 'NEU'), (53, 59, 'NEU')]"
"[(18, 23, 'NEU'), (7, 10, 'NEU')]","[(0, 5, 'NEG'), (18, 23, 'NEG'), (45, 55, 'NEU')]"
"[(83, 89, 'POS'), (34, 38, 'POS')]","[(52, 58, 'NEU'), (70, 73, 'NEG'), (83, 89, 'NEU')]"
"[(43, 47, 'NEU')]","[(30, 32, 'NEU'), (49, 59, 'NEU'), (75, 78, 'POS')]"
"[(22, 25, 'POS')]","[(0, 5, 'POS'), (15, 20, 'NEG'), (81, 89, 'NEG')]"
"[(22, 27, 'NEG')]","[(29, 34, 'NEG'), (44, 55, 'NEU')]"
"[(95, 99, 'NEU'), (76, 79, 'NEU')]","[(0, 3, 'NEG'), (18, 26, 'NEG'), (56, 60, 'NEU'), (89, 93, 'NEU')]"
"[(0, 8, 'NEG')]","[(58, 65, 'NEG'), (78, 89, 'NEU'), (102, 104, 'NEG')]"
"[(72, 76, 'NEU'), (11, 14, 'POS')]","[(0, 4, 'NEG'), (26, 29, 'NEU'), (59, 64, 'NEU')]"
[],"[(8, 18, 'NEU'), (26, 32, 'NEG')]"
"[(47, 51, 'POS'), (19, 27, 'NEG')]","[(0, 12, 'POS'), (19, 27, 'NEU')]"
[],"[(0, 5, 'NEG'), (40, 44, 'NEU'), (79, 90, 'NEU')]"
"[(121, 127, 'NEU'), (113, 119, 'POS'), (60, 62, 'NEG')]","[(6, 17, 'NEU'), (6, 11, 'POS')]"
"[(57, 59, 'NEU'), (61, 64, 'POS'), (31, 34, 'POS')]","[(24, 34, 'NEU'), (78, 87, 'NEG')]"
[],"[(0, 6, 'NEG'), (15, 25, 'NEU'), (35, 49, 'NEU')]"
"[(51, 55, 'NEU'), (127, 131, 'NEU'), (6, 10, 'NEU'), (112, 116, 'POS'), (57, 64, 'NEG')]","[(0, 4, 'NEU'), (37, 41, 'POS')]"
"[(77, 83, 'NEU'), (31, 37, 'NEU')]","[(14, 19, 'NEU'), (77, 83, 'NEG'), (106, 115, 'NEG')]"
"[(0, 3, 'POS')]","[(0, 5, 'NEU'), (21, 31, 'NEU'), (66, 69, 'NEU'), (95, 111, 'POS')]"
[],"[(14, 36, 'POS'), (38, 44, 'NEU'), (82, 86, 'NEU')]"
"[(52, 58, 'NEU'), (44, 50, 'POS'), (14, 15, 'POS')]","[(0, 6, 'POS'), (52, 58, 'POS'), (68, 71, 'NEU')]"
"[(15, 18, 'POS')]","[(4, 7, 'NEU'), (9, 13, 'NEG')]"
"[(9, 12, 'NEU'), (0, 7, 'POS'), (63, 71, 'POS'), (93, 100, 'POS'), (56, 61, 'NEU')]","[(18, 23, 'NEU'), (56, 61, 'POS'), (81, 84, 'NEU')]"
"[(54, 59, 'NEU'), (61, 68, 'NEG')]","[(34, 52, 'NEU'), (54, 79, 'NEU'), (101, 105, 'NEU'), (113, 142, 'POS')]"
[],"[(12, 15, 'NEU'), (17, 22, 'NEG')]"
"[(50, 60, 'NEG')]","[(24, 29, 'POS'), (71, 77, 'NEG')]"
"[(50, 54, 'NEU'), (53, 53, 'POS'), (43, 48, 'NEU')]","[(11, 41, 'NEG'), (72, 78, 'NEU')]"
"[(92, 98, 'POS'), (53, 59, 'NEU'), (38, 41, 'NEG'), (116, 119, 'NEG')]","[(28, 31, 'NEU'), (43, 46, 'NEU'), (53, 59, 'POS')]"
"[(54, 59, 'NEG'), (30, 32, 'NEG')]","[(8, 11, 'POS'), (30, 32, 'NEU'), (44, 52, 'NEU')]"
"[(62, 68, 'NEU'), (0, 3, 'NEG'), (20, 25, 'NEU'), (54, 60, 'NEU')]","[(20, 25, 'NEU'), (62, 68, 'NEG'), (98, 111, 'NEU')]"
"[(33, 38, 'NEU'), (43, 45, 'NEG')]","[(5, 14, 'NEG'), (27, 31, 'NEU'), (33, 38, 'NEU')]"
[],"[(13, 21, 'POS'), (30, 40, 'NEU')]"
[],"[(5, 8, 'POS'), (43, 50, 'NEG')]"
"[(14, 19, 'POS')]","[(7, 12, 'NEU'), (21, 25, 'NEU'), (32, 34, 'NEU'), (45, 49, 'POS')]"
[],"[(8, 13, 'NEU'), (25, 28, 'POS')]"
"[(132, 141, 'POS'), (26, 33, 'NEU')]","[(35, 54, 'NEU'), (76, 82, 'POS'), (104, 115, 'POS')]"
"[(49, 54, 'NEG'), (89, 92, 'POS')]","[(0, 6, 'POS'), (89, 92, 'NEU')]"
"[(118, 120, 'POS')]","[(23, 28, 'POS'), (91, 96, 'NEU'), (113, 116, 'NEU')]"
[],"[(28, 32, 'NEU'), (34, 39, 'NEU'), (41, 44, 'POS')]"
"[(29, 31, 'POS')]","[(0, 6, 'POS'), (44, 50, 'NEU')]"
"[(0, 6, 'POS')]","[(0, 6, 'POS'), (14, 17, 'NEU'), (43, 46, 'POS')]"
"[(54, 63, 'POS'), (6, 10, 'NEU'), (32, 36, 'NEU')]","[(32, 36, 'NEU'), (38, 43, 'NEG'), (54, 63, 'NEG')]"
"[(84, 88, 'POS')]","[(0, 6, 'NEG'), (74, 76, 'NEU'), (78, 82, 'NEU'), (96, 110, 'NEU')]"
"[(42, 46, 'NEU')]","[(14, 19, 'POS'), (21, 24, 'POS'), (42, 46, 'NEU')]"
"[(4, 14, 'POS')]","[(40, 42, 'NEU'), (95, 101, 'POS')]"
"[(24, 28, 'NEU'), (30, 34, 'NEU'), (0, 6, 'POS')]","[(0, 14, 'POS'), (30, 34, 'NEU')]"
"[(137, 143, 'NEU')]","[(13, 16, 'NEU'), (37, 42, 'POS')]"
"[(25, 31, 'POS')]","[(0, 4, 'POS'), (10, 17, 'NEG')]"
"[(17, 24, 'NEG'), (48, 53, 'NEU')]","[(0, 4, 'POS'), (33, 41, 'NEU'), (43, 53, 'NEU'), (63, 67, 'NEU')]"
"[(20, 26, 'NEU')]","[(0, 6, 'NEU'), (53, 59, 'POS')]"
[],"[(13, 16, 'NEU'), (25, 34, 'NEU'), (41, 48, 'NEG'), (50, 53, 'POS')]"
[],"[(0, 5, 'NEG'), (34, 38, 'NEU')]"
"[(32, 37, 'NEU'), (12, 14, 'NEU')]","[(0, 10, 'NEU'), (32, 37, 'NEG'), (69, 72, 'POS'), (91, 94, 'NEU')]"
[],"[(4, 21, 'POS'), (23, 32, 'POS'), (57, 61, 'NEU')]"
"[(0, 8, 'NEU'), (32, 42, 'NEG'), (73, 78, 'NEU'), (10, 13, 'NEU')]","[(25, 30, 'NEU'), (73, 78, 'NEG')]"
[],"[(0, 3, 'POS'), (11, 19, 'NEG')]"
[],"[(13, 17, 'NEU'), (25, 32, 'POS'), (34, 37, 'POS')]"
