Predicted sentiment tags,Gold sentiment tags
[],"[(8, 20, 'NEG'), (29, 37, 'NEG'), (39, 41, 'POS'), (43, 52, 'POS')]"
"[(12, 16, 'POS')]","[(0, 5, 'POS'), (23, 26, 'NEU')]"
"[(17, 22, 'POS')]","[(4, 9, 'NEG'), (24, 27, 'POS')]"
[],"[(0, 11, 'NEG'), (48, 52, 'NEU')]"
"[(63, 66, 'POS')]","[(17, 23, 'NEG'), (42, 52, 'NEU')]"
"[(53, 56, 'NEG'), (15, 18, 'NEG')]","[(25, 39, 'NEU'), (53, 56, 'POS')]"
"[(23, 27, 'NEG'), (0, 6, 'NEU'), (29, 33, 'POS')]","[(8, 21, 'NEU'), (35, 41, 'NEG'), (52, 60, 'NEU')]"
"[(34, 38, 'NEG')]","[(0, 3, 'POS'), (19, 24, 'NEG')]"
"[(13, 15, 'POS'), (44, 46, 'NEU')]","[(44, 46, 'POS'), (64, 67, 'NEU')]"
"[(8, 12, 'NEU'), (60, 64, 'NEU')]","[(24, 34, 'NEG'), (53, 58, 'POS'), (60, 64, 'POS')]"
[],"[(43, 48, 'NEG'), (67, 71, 'NEU')]"
"[(6, 9, 'NEG'), (52, 57, 'NEU')]","[(21, 27, 'NEG'), (41, 44, 'NEU')]"
"[(31, 36, 'NEU')]","[(5, 12, 'NEG'), (18, 22, 'NEU'), (62, 67, 'NEU')]"
"[(38, 41, 'POS'), (20, 25, 'POS'), (0, 6, 'NEU')]","[(0, 6, 'NEU'), (27, 30, 'POS'), (38, 49, 'POS')]"
"[(11, 16, 'NEG'), (6, 9, 'POS'), (14, 16, 'POS'), (18, 22, 'NEG')]","[(24, 30, 'POS'), (54, 57, 'NEU')]"
"[(56, 60, 'POS'), (41, 45, 'NEU'), (47, 48, 'POS'), (0, 4, 'NEG')]","[(15, 24, 'POS'), (37, 39, 'NEU')]"
"[(14, 19, 'NEU'), (35, 39, 'NEU')]","[(28, 33, 'NEG'), (60, 65, 'NEU')]"
"[(32, 37, 'NEU')]","[(24, 30, 'NEG'), (32, 37, 'NEU')]"
"[(44, 47, 'NEG'), (49, 53, 'NEU')]","[(0, 20, 'NEG'), (27, 37, 'NEG'), (39, 47, 'NEU')]"
"[(0, 6, 'NEG'), (8, 13, 'NEG'), (36, 43, 'NEU')]","[(0, 6, 'NEG'), (20, 25, 'POS')]"
"[(5, 15, 'NEU'), (41, 45, 'NEG')]","[(27, 34, 'NEU'), (47, 51, 'POS')]"
[],"[(0, 6, 'NEG'), (8, 14, 'NEG'), (24, 27, 'POS')]"
"[(68, 71, 'NEU')]","[(35, 39, 'NEG'), (62, 66, 'NEU'), (68, 71, 'POS')]"
"[(25, 29, 'POS'), (51, 54, 'POS')]","[(25, 29, 'NEU'), (43, 49, 'NEG'), (51, 54, 'NEG')]"
[],"[(11, 17, 'NEG'), (19, 23, 'NEU')]"
"[(44, 47, 'NEU')]","[(0, 10, 'NEU'), (19, 25, 'NEG')]"
"[(6, 10, 'POS')]","[(6, 10, 'POS'), (12, 16, 'NEU')]"
"[(15, 21, 'NEU'), (52, 55, 'POS')]","[(23, 27, 'NEU'), (33, 40, 'POS')]"
[],"[(14, 19, 'NEG'), (28, 31, 'NEU')]"
[],"[(0, 10, 'NEG'), (46, 53, 'POS')]"
"[(39, 42, 'NEG'), (62, 65, 'POS'), (54, 54, 'NEG')]","[(31, 42, 'NEU'), (48, 52, 'NEG')]"
"[(12, 20, 'POS'), (27, 31, 'NEG')]","[(22, 25, 'NEG'), (38, 42, 'POS')]"
[],"[(0, 5, 'NEG'), (37, 40, 'NEU')]"
[],"[(0, 4, 'NEG'), (13, 16, 'NEU')]"
"[(21, 26, 'NEU')]","[(0, 3, 'POS'), (5, 10, 'NEU')]"
[],"[(0, 3, 'NEG'), (12, 18, 'POS')]"
"[(52, 56, 'NEG'), (41, 45, 'NEU'), (18, 27, 'NEG')]","[(0, 5, 'NEU'), (18, 27, 'POS'), (29, 33, 'POS'), (65, 74, 'POS')]"
[],"[(19, 24, 'NEG'), (57, 60, 'NEU')]"
[],"[(0, 3, 'NEG'), (5, 9, 'NEU')]"
"[(44, 49, 'POS'), (31, 36, 'POS'), (61, 65, 'NEU')]","[(12, 16, 'POS'), (20, 24, 'POS'), (51, 59, 'NEU')]"
"[(39, 42, 'NEU')]","[(12, 17, 'NEU'), (39, 42, 'NEG')]"
"[(11, 16, 'POS'), (18, 21, 'POS')]","[(0, 9, 'NEG'), (38, 40, 'NEU')]"
"[(51, 51, 'NEG'), (53, 60, 'NEG')]","[(0, 11, 'NEU'), (35, 49, 'NEG')]"
"[(38, 41, 'NEU'), (48, 51, 'NEU'), (13, 16, 'NEG'), (43, 46, 'NEG')]","[(38, 41, 'NEU'), (48, 51, 'NEG')]"
"[(24, 30, 'POS'), (12, 17, 'NEG')]","[(5, 22, 'POS'), (46, 56, 'NEU')]"
"[(0, 5, 'NEU')]","[(30, 34, 'NEU'), (42, 48, 'NEU'), (69, 74, 'NEG')]"
"[(17, 21, 'NEU'), (30, 35, 'NEU')]","[(17, 21, 'NEG'), (37, 40, 'POS')]"
"[(47, 50, 'NEU'), (34, 34, 'NEU')]","[(24, 29, 'NEG'), (41, 45, 'NEU')]"
[],"[(31, 34, 'NEU'), (0, 9, 'POS')]"
"[(23, 32, 'NEU'), (10, 21, 'POS'), (52, 55, 'NEG')]","[(0, 8, 'NEG'), (70, 75, 'POS')]"
[],"[(0, 3, 'NEU'), (14, 19, 'POS')]"
"[(38, 44, 'POS'), (4, 10, 'NEU')]","[(19, 36, 'NEG'), (59, 69, 'NEU')]"
[],"[(0, 6, 'POS'), (28, 33, 'NEG')]"
"[(6, 9, 'POS'), (0, 4, 'NEG')]","[(0, 4, 'NEU'), (11, 24, 'POS')]"
"[(64, 72, 'NEG'), (58, 62, 'POS'), (49, 51, 'POS')]","[(43, 47, 'NEU'), (58, 62, 'NEG'), (64, 72, 'NEG')]"
"[(11, 14, 'NEG'), (0, 9, 'NEG')]","[(0, 9, 'POS'), (30, 37, 'NEG'), (52, 55, 'NEU')]"
[],"[(17, 21, 'NEG'), (46, 56, 'NEU')]"
"[(38, 42, 'NEU'), (4, 9, 'POS'), (34, 36, 'POS')]","[(4, 9, 'NEU'), (52, 55, 'POS')]"
"[(20, 25, 'POS')]","[(6, 13, 'NEU'), (27, 32, 'NEG'), (42, 45, 'NEU')]"
"[(64, 68, 'POS')]","[(0, 3, 'NEU'), (5, 16, 'POS'), (18, 22, 'POS'), (24, 32, 'POS')]"
"[(0, 7, 'POS'), (9, 12, 'NEU')]","[(0, 7, 'NEG'), (14, 17, 'NEU'), (39, 42, 'NEU')]"
[],"[(23, 28, 'NEU'), (34, 39, 'NEG'), (46, 52, 'NEU')]"
"[(23, 26, 'POS')]","[(28, 30, 'NEG'), (41, 44, 'NEU')]"
[],"[(21, 25, 'NEU'), (33, 39, 'NEG')]"
"[(30, 35, 'POS')]","[(5, 10, 'NEU'), (19, 23, 'NEU'), (30, 42, 'POS')]"
"[(34, 37, 'POS'), (18, 23, 'POS'), (39, 43, 'NEU'), (25, 32, 'NEU')]","[(7, 11, 'NEU'), (13, 23, 'NEU'), (45, 56, 'NEG')]"
[],"[(14, 18, 'NEU'), (29, 32, 'POS')]"
"[(36, 39, 'NEU')]","[(15, 20, 'NEU'), (36, 45, 'NEG')]"
[],"[(0, 3, 'POS'), (24, 35, 'NEU')]"
[],"[(0, 5, 'NEG'), (12, 15, 'NEU'), (53, 59, 'NEU')]"
"[(45, 48, 'POS')]","[(0, 5, 'NEG'), (18, 23, 'NEG'), (45, 55, 'NEU')]"
"[(68, 73, 'NEG')]","[(29, 34, 'NEG'), (44, 55, 'NEU')]"
[],"[(0, 4, 'NEG'), (26, 29, 'NEU'), (59, 64, 'NEU')]"
"[(20, 24, 'POS'), (26, 32, 'POS'), (8, 18, 'NEU')]","[(8, 18, 'NEU'), (26, 32, 'NEG')]"
"[(38, 42, 'POS'), (53, 59, 'NEU')]","[(0, 12, 'POS'), (19, 27, 'NEU')]"
"[(35, 40, 'NEU'), (15, 19, 'POS'), (35, 40, 'POS'), (0, 6, 'POS'), (64, 69, 'POS')]","[(0, 6, 'NEG'), (15, 25, 'NEU'), (35, 49, 'NEU')]"
"[(82, 87, 'NEG')]","[(14, 36, 'POS'), (38, 44, 'NEU'), (82, 86, 'NEU')]"
"[(35, 36, 'NEG'), (0, 2, 'NEU'), (4, 7, 'NEU'), (45, 50, 'POS')]","[(4, 7, 'NEU'), (9, 13, 'NEG')]"
"[(29, 38, 'NEU')]","[(12, 15, 'NEU'), (17, 22, 'NEG')]"
"[(62, 69, 'POS')]","[(24, 29, 'POS'), (71, 77, 'NEG')]"
"[(0, 6, 'POS'), (20, 24, 'NEG')]","[(8, 11, 'POS'), (30, 32, 'NEU'), (44, 52, 'NEU')]"
"[(33, 38, 'NEG')]","[(5, 14, 'NEG'), (27, 31, 'NEU'), (33, 38, 'NEU')]"
"[(35, 40, 'NEU')]","[(13, 21, 'POS'), (30, 40, 'NEU')]"
"[(12, 17, 'POS'), (32, 41, 'NEG'), (5, 8, 'POS')]","[(5, 8, 'POS'), (43, 50, 'NEG')]"
"[(27, 30, 'NEG'), (32, 34, 'NEG'), (0, 1, 'NEG')]","[(7, 12, 'NEU'), (21, 25, 'NEU'), (32, 34, 'NEU'), (45, 49, 'POS')]"
"[(20, 23, 'POS')]","[(8, 13, 'NEU'), (25, 28, 'POS')]"
"[(41, 44, 'POS'), (12, 16, 'NEU')]","[(28, 32, 'NEU'), (34, 39, 'NEU'), (41, 44, 'POS')]"
"[(8, 12, 'NEG'), (14, 17, 'NEG')]","[(0, 6, 'POS'), (14, 17, 'NEU'), (43, 46, 'POS')]"
"[(6, 12, 'NEU'), (42, 46, 'POS')]","[(14, 19, 'POS'), (21, 24, 'POS'), (42, 46, 'NEU')]"
"[(24, 28, 'POS')]","[(0, 14, 'POS'), (30, 34, 'NEU')]"
[],"[(0, 4, 'POS'), (10, 17, 'NEG')]"
"[(63, 67, 'POS')]","[(0, 4, 'POS'), (33, 41, 'NEU'), (43, 53, 'NEU'), (63, 67, 'NEU')]"
"[(43, 51, 'NEU')]","[(0, 6, 'NEU'), (53, 59, 'POS')]"
"[(22, 26, 'POS'), (7, 12, 'POS')]","[(0, 5, 'NEG'), (34, 38, 'NEU')]"
"[(0, 2, 'POS'), (40, 44, 'POS'), (10, 14, 'NEU')]","[(4, 21, 'POS'), (23, 32, 'POS'), (57, 61, 'NEU')]"
"[(25, 30, 'NEG'), (10, 13, 'NEU')]","[(25, 30, 'NEU'), (73, 78, 'NEG')]"
[],"[(0, 3, 'POS'), (11, 19, 'NEG')]"
"[(34, 37, 'POS'), (52, 55, 'NEU')]","[(13, 17, 'NEU'), (25, 32, 'POS'), (34, 37, 'POS')]"
"[(7, 12, 'POS')]","[(7, 12, 'NEU'), (53, 56, 'POS')]"
[],"[(26, 37, 'POS'), (39, 56, 'NEU')]"
"[(50, 55, 'NEU')]","[(0, 22, 'POS'), (45, 55, 'NEU'), (65, 69, 'NEU')]"
"[(6, 14, 'NEG')]","[(0, 4, 'POS'), (31, 36, 'NEU')]"
[],"[(14, 20, 'NEU'), (29, 33, 'NEG')]"
"[(24, 32, 'NEU')]","[(0, 7, 'NEG'), (34, 37, 'POS')]"
[],"[(0, 3, 'NEU'), (8, 14, 'POS')]"
"[(43, 46, 'POS')]","[(43, 46, 'POS'), (48, 51, 'NEU')]"
"[(31, 37, 'NEU')]","[(0, 4, 'POS'), (24, 29, 'NEU')]"
"[(47, 50, 'NEU'), (19, 21, 'POS')]","[(19, 21, 'NEU'), (30, 34, 'NEU'), (52, 56, 'NEG')]"
"[(40, 47, 'NEG')]","[(26, 30, 'NEU'), (32, 38, 'NEG')]"
"[(49, 56, 'NEU'), (46, 47, 'POS')]","[(14, 20, 'NEG'), (22, 25, 'POS'), (27, 34, 'POS'), (41, 44, 'POS')]"
"[(42, 54, 'NEU'), (5, 11, 'NEU')]","[(5, 11, 'POS'), (13, 16, 'POS'), (18, 22, 'POS'), (24, 29, 'NEG'), (31, 34, 'NEG')]"
[],"[(0, 5, 'NEU'), (37, 43, 'NEG')]"
"[(63, 69, 'NEU'), (0, 10, 'NEU'), (71, 75, 'NEU'), (12, 21, 'NEG'), (23, 28, 'NEG')]","[(30, 38, 'NEU'), (50, 56, 'POS'), (63, 69, 'POS')]"
"[(17, 27, 'NEU'), (0, 5, 'NEU')]","[(32, 37, 'POS'), (53, 65, 'NEG'), (78, 82, 'NEU')]"
"[(7, 11, 'POS'), (0, 5, 'NEU'), (60, 64, 'NEG')]","[(0, 5, 'NEG'), (42, 46, 'NEU'), (52, 58, 'NEU')]"
[],"[(8, 15, 'NEG'), (40, 49, 'NEU'), (56, 60, 'NEU')]"
"[(0, 6, 'NEU')]","[(8, 12, 'NEG'), (28, 35, 'POS')]"
[],"[(0, 4, 'POS'), (19, 24, 'NEU'), (36, 38, 'NEU')]"
"[(28, 33, 'NEU')]","[(20, 26, 'POS'), (51, 60, 'NEU')]"
"[(34, 38, 'NEU')]","[(14, 17, 'NEU'), (50, 53, 'POS')]"
"[(8, 10, 'NEU'), (25, 29, 'NEU'), (0, 6, 'POS')]","[(0, 6, 'NEG'), (31, 44, 'NEU')]"
"[(23, 31, 'NEU'), (7, 9, 'POS'), (17, 21, 'POS')]","[(11, 15, 'NEU'), (23, 31, 'NEU'), (37, 44, 'POS')]"
"[(20, 23, 'NEG'), (0, 3, 'POS')]","[(20, 29, 'NEU'), (31, 40, 'NEU'), (51, 59, 'POS')]"
"[(64, 66, 'NEU')]","[(0, 6, 'NEG'), (59, 62, 'NEU')]"
[],"[(0, 6, 'NEG'), (30, 34, 'NEU'), (36, 40, 'NEU')]"
"[(33, 37, 'NEU'), (47, 53, 'NEU'), (28, 31, 'NEU')]","[(0, 5, 'POS'), (28, 31, 'NEU'), (33, 37, 'NEU')]"
[],"[(6, 9, 'NEU'), (15, 24, 'POS')]"
"[(20, 26, 'POS'), (33, 36, 'POS')]","[(28, 31, 'NEG'), (49, 52, 'POS'), (54, 60, 'POS')]"
"[(42, 48, 'NEU')]","[(28, 32, 'NEU'), (42, 48, 'NEG')]"
"[(26, 33, 'POS')]","[(9, 18, 'POS'), (35, 40, 'NEG')]"
[],"[(16, 29, 'POS'), (31, 35, 'NEU')]"
[],"[(0, 4, 'NEG'), (18, 22, 'NEU'), (36, 39, 'NEU')]"
"[(52, 60, 'NEU'), (43, 50, 'POS')]","[(10, 19, 'POS'), (21, 35, 'POS'), (37, 50, 'POS'), (62, 79, 'NEU')]"
[],"[(8, 21, 'NEU'), (27, 33, 'NEG'), (35, 41, 'NEG')]"
[],"[(8, 12, 'NEU'), (37, 40, 'NEG')]"
[],"[(6, 11, 'NEU'), (13, 17, 'NEU'), (28, 33, 'NEG')]"
"[(47, 52, 'POS'), (63, 67, 'NEU')]","[(0, 3, 'POS'), (19, 24, 'POS'), (69, 75, 'NEU')]"
"[(31, 35, 'POS'), (14, 19, 'NEG')]","[(10, 12, 'NEU'), (14, 19, 'NEG')]"
"[(43, 51, 'POS')]","[(16, 28, 'NEU'), (53, 56, 'POS')]"
[],"[(8, 13, 'POS'), (32, 36, 'NEU')]"
[],"[(0, 6, 'NEG'), (21, 27, 'NEG'), (40, 42, 'NEU')]"
"[(8, 8, 'POS'), (73, 79, 'NEU'), (19, 19, 'NEG')]","[(55, 61, 'NEG'), (73, 79, 'NEU')]"
"[(64, 68, 'POS'), (9, 12, 'POS')]","[(0, 7, 'NEG'), (58, 68, 'NEU')]"
"[(48, 50, 'NEG')]","[(36, 41, 'NEU'), (76, 79, 'POS')]"
[],"[(5, 10, 'POS'), (58, 61, 'NEU')]"
[],"[(0, 6, 'NEG'), (47, 60, 'NEU'), (69, 74, 'NEU')]"
"[(17, 26, 'NEU'), (59, 62, 'POS'), (81, 87, 'NEU')]","[(7, 15, 'POS'), (28, 49, 'POS'), (51, 62, 'NEU')]"
"[(44, 48, 'NEG')]","[(0, 9, 'NEU'), (44, 48, 'POS'), (60, 70, 'POS')]"
"[(19, 25, 'POS'), (73, 78, 'NEG')]","[(0, 17, 'POS'), (50, 60, 'NEU'), (66, 77, 'NEU')]"
"[(77, 81, 'NEU'), (5, 14, 'NEU')]","[(26, 30, 'POS'), (39, 42, 'POS'), (44, 48, 'NEU')]"
"[(46, 51, 'POS')]","[(0, 6, 'POS'), (46, 51, 'NEG')]"
"[(0, 3, 'NEG')]","[(0, 3, 'POS'), (21, 27, 'NEG')]"
"[(22, 24, 'POS')]","[(58, 64, 'POS'), (72, 77, 'NEU')]"
[],"[(5, 10, 'NEU'), (12, 16, 'NEG')]"
"[(40, 42, 'NEU'), (34, 38, 'NEU'), (44, 50, 'POS')]","[(0, 7, 'NEG'), (34, 38, 'NEU'), (52, 55, 'NEU')]"
[],"[(19, 26, 'NEU'), (37, 49, 'POS')]"
"[(15, 22, 'NEG')]","[(0, 7, 'NEG'), (30, 44, 'NEU')]"
"[(57, 60, 'NEU'), (16, 23, 'POS')]","[(0, 5, 'POS'), (45, 49, 'NEU')]"
[],"[(0, 6, 'NEG'), (21, 27, 'POS')]"
[],"[(0, 5, 'NEG'), (32, 35, 'NEU'), (57, 60, 'NEU')]"
[],"[(0, 10, 'NEU'), (25, 27, 'POS')]"
"[(62, 65, 'NEG'), (37, 40, 'NEG')]","[(7, 15, 'NEG'), (37, 40, 'NEU')]"
"[(3, 5, 'NEU'), (20, 24, 'POS')]","[(26, 31, 'NEG'), (51, 65, 'NEU')]"
"[(12, 17, 'POS')]","[(0, 10, 'NEU'), (19, 25, 'NEG'), (34, 37, 'NEG')]"
"[(38, 41, 'POS')]","[(0, 7, 'NEG'), (15, 17, 'NEU'), (51, 55, 'NEG')]"
[],"[(15, 19, 'POS'), (48, 54, 'NEG')]"
"[(10, 15, 'NEG'), (22, 26, 'POS')]","[(10, 20, 'NEU'), (42, 45, 'POS')]"
[],"[(0, 10, 'NEU'), (16, 28, 'POS')]"
"[(59, 67, 'NEG')]","[(10, 14, 'NEU'), (51, 57, 'NEG')]"
"[(16, 21, 'NEU')]","[(16, 21, 'NEU'), (44, 47, 'POS')]"
"[(52, 56, 'NEU'), (12, 17, 'NEU')]","[(6, 10, 'POS'), (38, 43, 'NEU'), (52, 56, 'NEU')]"
"[(48, 51, 'NEU'), (35, 38, 'POS'), (33, 33, 'POS'), (28, 31, 'NEG'), (53, 56, 'NEU')]","[(0, 7, 'POS'), (48, 51, 'NEU')]"
"[(4, 6, 'NEU'), (28, 31, 'NEG')]","[(4, 6, 'NEU'), (28, 31, 'POS')]"
"[(11, 11, 'POS')]","[(5, 9, 'POS'), (13, 17, 'NEG')]"
"[(6, 8, 'NEG')]","[(0, 4, 'NEG'), (30, 33, 'POS')]"
"[(34, 37, 'POS'), (60, 63, 'NEG'), (45, 53, 'NEG')]","[(13, 17, 'POS'), (60, 63, 'NEU')]"
"[(28, 33, 'NEU')]","[(0, 4, 'POS'), (11, 21, 'NEG'), (35, 42, 'NEG')]"
"[(54, 62, 'NEU'), (5, 8, 'NEG')]","[(0, 3, 'NEU'), (23, 27, 'POS'), (54, 62, 'POS')]"
"[(24, 25, 'NEG')]","[(0, 5, 'NEG'), (37, 41, 'NEU')]"
"[(16, 21, 'NEG')]","[(30, 33, 'NEG'), (52, 57, 'NEU')]"
[],"[(0, 9, 'NEG'), (26, 30, 'POS'), (32, 37, 'POS')]"
"[(62, 65, 'NEU'), (54, 60, 'NEG'), (11, 17, 'POS')]","[(35, 41, 'NEU'), (43, 47, 'NEU'), (74, 83, 'POS')]"
"[(0, 4, 'POS'), (43, 46, 'POS')]","[(11, 20, 'NEG'), (43, 46, 'POS')]"
[],"[(5, 11, 'POS'), (20, 23, 'NEG')]"
[],"[(5, 8, 'POS'), (26, 31, 'NEU'), (43, 46, 'NEU'), (10, 11, 'NEU'), (52, 56, 'POS')]"
[],"[(8, 16, 'NEU'), (18, 26, 'NEU'), (28, 40, 'POS')]"
[],"[(0, 5, 'NEG'), (14, 17, 'NEU'), (71, 77, 'NEU'), (79, 81, 'NEU')]"
"[(36, 40, 'NEU')]","[(0, 9, 'POS'), (42, 47, 'NEU'), (49, 53, 'NEU')]"
"[(0, 2, 'NEU')]","[(4, 9, 'NEU'), (25, 31, 'POS')]"
"[(21, 25, 'POS')]","[(6, 11, 'NEU'), (13, 19, 'NEG')]"
"[(24, 27, 'NEG')]","[(0, 6, 'NEG'), (14, 17, 'POS'), (55, 59, 'NEG')]"
"[(16, 19, 'NEU'), (21, 21, 'NEG')]","[(9, 14, 'NEU'), (34, 42, 'POS'), (47, 52, 'NEG')]"
"[(40, 46, 'NEU')]","[(8, 20, 'NEU'), (40, 46, 'NEG'), (55, 56, 'NEU')]"
"[(37, 39, 'NEU'), (59, 62, 'NEU'), (0, 3, 'NEU'), (11, 14, 'POS')]","[(16, 22, 'POS'), (64, 71, 'NEU'), (79, 82, 'NEG')]"
"[(32, 35, 'NEU')]","[(37, 41, 'NEG'), (60, 64, 'NEU')]"
"[(42, 48, 'POS')]","[(0, 9, 'POS'), (59, 67, 'NEU')]"
"[(0, 2, 'NEU'), (48, 53, 'POS')]","[(18, 21, 'POS'), (48, 53, 'NEU')]"
"[(28, 34, 'POS'), (15, 19, 'POS'), (21, 21, 'NEU')]","[(0, 5, 'NEG'), (36, 40, 'NEU')]"
[],"[(0, 5, 'NEG'), (19, 22, 'NEU')]"
"[(22, 26, 'NEG'), (46, 52, 'NEU')]","[(0, 4, 'NEG'), (22, 26, 'NEU'), (28, 30, 'NEU')]"
"[(63, 67, 'NEG')]","[(0, 5, 'NEU'), (55, 61, 'POS')]"
"[(33, 35, 'POS'), (16, 18, 'NEU')]","[(0, 4, 'POS'), (20, 22, 'NEU'), (37, 42, 'NEU')]"
"[(18, 29, 'NEU'), (5, 10, 'NEU')]","[(0, 3, 'NEU'), (39, 45, 'POS')]"
[],"[(27, 31, 'NEU'), (38, 41, 'POS')]"
"[(10, 13, 'NEU'), (20, 25, 'NEU')]","[(0, 8, 'NEG'), (20, 25, 'NEU')]"
"[(48, 54, 'POS')]","[(0, 3, 'POS'), (48, 54, 'NEG')]"
[],"[(0, 3, 'NEU'), (18, 24, 'NEG'), (26, 29, 'NEG')]"
[],"[(0, 3, 'POS'), (17, 23, 'NEG')]"
"[(40, 46, 'NEU'), (10, 16, 'NEU'), (5, 8, 'NEU')]","[(0, 3, 'POS'), (40, 46, 'NEG'), (48, 59, 'NEU')]"
"[(0, 7, 'POS')]","[(9, 12, 'NEU'), (19, 37, 'POS'), (67, 73, 'POS')]"
[],"[(0, 5, 'POS'), (17, 31, 'NEG')]"
[],"[(0, 3, 'POS'), (15, 28, 'NEU')]"
"[(49, 52, 'NEU')]","[(0, 4, 'NEU'), (22, 52, 'POS'), (54, 67, 'NEU'), (69, 79, 'NEU')]"
"[(17, 21, 'POS'), (9, 15, 'NEU'), (23, 27, 'NEU')]","[(0, 7, 'NEG'), (35, 39, 'NEG'), (48, 52, 'NEU')]"
[],"[(10, 19, 'POS'), (21, 23, 'POS'), (31, 42, 'NEU')]"
"[(0, 4, 'POS'), (6, 14, 'NEU')]","[(0, 4, 'POS'), (22, 35, 'NEU')]"
"[(46, 48, 'NEU')]","[(30, 37, 'NEG'), (65, 69, 'NEU')]"
[],"[(0, 6, 'NEG'), (14, 17, 'POS')]"
[],"[(0, 6, 'POS'), (19, 25, 'NEG')]"
[],"[(0, 5, 'NEU'), (17, 21, 'POS')]"
"[(48, 51, 'NEG')]","[(7, 14, 'POS'), (37, 40, 'NEG'), (42, 46, 'NEG')]"
"[(60, 65, 'NEU'), (25, 27, 'NEU'), (20, 23, 'POS')]","[(0, 7, 'NEG'), (29, 33, 'NEU'), (60, 65, 'NEU')]"
"[(38, 41, 'POS'), (30, 36, 'NEU'), (13, 17, 'POS')]","[(0, 5, 'NEG'), (43, 49, 'NEU'), (79, 82, 'NEG')]"
"[(0, 3, 'NEU')]","[(0, 3, 'POS'), (38, 41, 'NEU')]"
