Predicted sentiment tags,Gold sentiment tags
"[(41, 47, 'POS'), (6, 9, 'POS'), (23, 30, 'POS')]","[(6, 9, 'POS'), (23, 30, 'POS'), (41, 47, 'POS')]"
"[(0, 6, 'NEG'), (18, 25, 'NEG')]","[(0, 6, 'NEG'), (18, 25, 'NEG')]"
"[(39, 43, 'NEG')]","[(39, 43, 'NEG')]"
"[(50, 56, 'NEU')]","[(50, 56, 'POS')]"
"[(4, 8, 'POS')]","[(4, 8, 'POS')]"
"[(32, 36, 'POS')]","[(32, 36, 'POS')]"
"[(14, 17, 'NEG')]","[(14, 17, 'NEU')]"
"[(5, 9, 'NEG')]","[(5, 9, 'NEG')]"
"[(31, 34, 'NEG'), (81, 87, 'NEG')]","[(57, 66, 'NEG')]"
"[(18, 25, 'NEG')]","[(18, 25, 'NEG')]"
"[(5, 9, 'POS')]","[(5, 9, 'POS')]"
"[(30, 35, 'NEG')]","[(30, 35, 'NEG'), (41, 51, 'NEG')]"
"[(0, 9, 'NEG'), (36, 44, 'POS')]","[(36, 44, 'NEG'), (0, 9, 'NEG')]"
"[(34, 40, 'NEG'), (23, 27, 'NEG')]","[(23, 27, 'POS'), (34, 40, 'NEG')]"
"[(28, 31, 'NEG'), (0, 3, 'POS')]","[(0, 3, 'POS'), (21, 31, 'POS')]"
"[(30, 35, 'POS'), (0, 4, 'POS'), (48, 53, 'POS')]","[(0, 4, 'POS'), (30, 35, 'POS'), (48, 53, 'POS')]"
"[(5, 22, 'POS')]","[(5, 22, 'POS')]"
"[(7, 31, 'POS')]","[(7, 31, 'POS')]"
"[(24, 36, 'NEG')]","[(24, 30, 'NEG')]"
"[(54, 58, 'NEU'), (0, 3, 'NEU')]","[(0, 3, 'NEU'), (37, 46, 'NEG'), (37, 46, 'NEU')]"
"[(33, 37, 'POS'), (39, 54, 'NEG')]","[(24, 31, 'POS')]"
"[(6, 12, 'POS')]","[(6, 12, 'POS'), (6, 12, 'NEG')]"
"[(0, 13, 'POS'), (0, 8, 'NEG')]","[(0, 13, 'POS')]"
"[(6, 10, 'NEU')]","[(6, 10, 'NEU'), (6, 10, 'POS')]"
"[(102, 117, 'NEG'), (26, 33, 'POS')]","[(26, 57, 'POS'), (67, 70, 'NEU'), (102, 117, 'NEG')]"
"[(33, 40, 'NEG')]","[(33, 40, 'NEG')]"
"[(19, 25, 'NEG')]","[(19, 25, 'NEG')]"
"[(0, 6, 'NEG')]","[(0, 6, 'NEG')]"
"[(0, 3, 'NEG')]","[(0, 3, 'POS'), (0, 3, 'NEG')]"
"[(32, 34, 'POS')]","[(32, 34, 'POS')]"
"[(20, 22, 'POS'), (5, 18, 'POS')]","[(5, 18, 'POS')]"
"[(26, 30, 'POS')]","[(26, 30, 'POS')]"
"[(14, 29, 'POS'), (4, 12, 'POS')]","[(4, 29, 'NEU')]"
"[(0, 9, 'NEG')]","[(0, 9, 'POS')]"
"[(38, 41, 'POS'), (20, 23, 'POS')]","[(38, 41, 'POS')]"
"[(7, 10, 'NEG')]","[(7, 10, 'NEG')]"
"[(24, 33, 'POS')]","[(24, 33, 'POS')]"
"[(0, 4, 'NEG')]","[(0, 4, 'NEG')]"
"[(47, 50, 'POS')]","[(47, 50, 'NEG')]"
"[(16, 34, 'NEG')]","[(16, 34, 'NEG')]"
"[(38, 47, 'POS')]","[(38, 47, 'POS')]"
"[(62, 70, 'NEG')]","[(5, 9, 'NEU')]"
"[(0, 4, 'POS')]","[(0, 4, 'POS')]"
"[(56, 61, 'POS'), (0, 6, 'POS')]","[(0, 6, 'POS'), (56, 61, 'POS')]"
"[(92, 95, 'POS'), (34, 38, 'POS'), (0, 11, 'POS')]","[(13, 18, 'POS'), (107, 110, 'NEG'), (13, 18, 'NEG')]"
"[(23, 27, 'NEG')]","[(65, 69, 'NEG')]"
"[(0, 6, 'POS')]","[(0, 6, 'POS'), (0, 6, 'NEG')]"
"[(0, 3, 'NEG')]","[(15, 17, 'NEG'), (0, 3, 'NEG')]"
"[(52, 55, 'NEG')]","[(52, 55, 'NEG')]"
"[(93, 99, 'NEG'), (54, 57, 'POS')]","[(48, 57, 'POS')]"
"[(95, 110, 'POS'), (170, 176, 'POS'), (46, 62, 'POS'), (232, 243, 'POS')]","[(95, 110, 'POS'), (146, 156, 'POS'), (184, 192, 'POS'), (232, 243, 'POS'), (46, 62, 'POS')]"
"[(0, 6, 'POS')]","[(0, 6, 'POS')]"
[],"[(17, 21, 'POS')]"
"[(13, 25, 'POS')]","[(13, 25, 'POS')]"
"[(0, 3, 'POS'), (20, 23, 'NEU')]","[(0, 3, 'NEU'), (5, 9, 'POS'), (50, 58, 'POS')]"
"[(39, 46, 'NEG')]","[(25, 29, 'NEU'), (39, 46, 'NEG'), (65, 68, 'NEU')]"
"[(44, 49, 'NEG')]","[(44, 49, 'NEG'), (84, 89, 'NEU')]"
"[(5, 8, 'POS'), (22, 28, 'NEG')]","[(5, 8, 'POS'), (22, 28, 'NEG')]"
"[(54, 58, 'POS'), (84, 87, 'POS')]","[(13, 21, 'NEU'), (54, 58, 'POS'), (84, 87, 'POS')]"
"[(50, 57, 'NEG')]","[(5, 10, 'POS'), (27, 30, 'NEU'), (50, 57, 'NEG')]"
"[(0, 4, 'NEG')]","[(0, 4, 'NEU'), (12, 17, 'NEG'), (23, 27, 'NEU'), (29, 33, 'NEU')]"
"[(19, 22, 'NEG')]","[(19, 22, 'NEU'), (41, 45, 'NEG')]"
"[(0, 7, 'NEG')]","[(0, 7, 'NEG'), (16, 21, 'NEU'), (62, 65, 'NEU')]"
"[(24, 30, 'POS'), (32, 35, 'NEG')]","[(24, 30, 'NEU'), (32, 35, 'NEU'), (48, 51, 'POS')]"
"[(29, 35, 'NEG'), (20, 27, 'NEG')]","[(15, 18, 'NEG'), (20, 27, 'NEU'), (29, 35, 'NEU')]"
"[(0, 9, 'POS'), (156, 162, 'NEG'), (56, 71, 'NEU'), (21, 35, 'POS')]","[(0, 9, 'POS'), (56, 71, 'NEU'), (156, 162, 'POS')]"
"[(61, 70, 'POS')]","[(26, 31, 'NEU'), (39, 43, 'NEU'), (61, 70, 'POS')]"
"[(0, 6, 'NEG')]","[(0, 6, 'NEG'), (36, 45, 'NEU')]"
"[(0, 5, 'NEG')]","[(0, 5, 'POS'), (62, 66, 'NEU')]"
"[(10, 14, 'NEG')]","[(3, 8, 'NEU'), (10, 14, 'NEG')]"
"[(48, 53, 'NEG')]","[(48, 53, 'NEG'), (76, 79, 'NEU')]"
"[(0, 6, 'POS')]","[(14, 17, 'POS'), (45, 48, 'NEU')]"
"[(7, 14, 'NEG')]","[(7, 14, 'NEG'), (37, 41, 'NEU')]"
"[(11, 17, 'NEG')]","[(11, 17, 'NEG'), (19, 22, 'NEG'), (64, 69, 'NEU')]"
"[(57, 60, 'NEG'), (16, 20, 'NEG')]","[(45, 55, 'NEU'), (57, 66, 'POS')]"
"[(0, 6, 'NEG')]","[(0, 6, 'NEU'), (13, 17, 'NEU'), (52, 55, 'NEG')]"
"[(0, 5, 'POS')]","[(0, 5, 'POS'), (23, 26, 'NEU')]"
"[(0, 5, 'POS')]","[(0, 5, 'POS'), (66, 69, 'NEU')]"
"[(0, 4, 'POS'), (21, 26, 'POS')]","[(0, 4, 'POS'), (21, 26, 'POS'), (87, 93, 'NEU'), (95, 100, 'NEU'), (106, 109, 'NEU')]"
"[(20, 24, 'NEG')]","[(5, 18, 'NEU'), (30, 33, 'NEG'), (44, 52, 'NEU')]"
"[(41, 46, 'NEG')]","[(41, 46, 'NEG'), (62, 66, 'NEU')]"
"[(150, 157, 'NEG')]","[(5, 9, 'NEU'), (12, 29, 'POS'), (66, 81, 'POS'), (122, 157, 'NEU')]"
"[(0, 5, 'NEG')]","[(0, 5, 'NEG'), (35, 48, 'NEU')]"
"[(23, 32, 'POS'), (12, 21, 'POS')]","[(12, 21, 'POS'), (34, 36, 'NEU')]"
"[(26, 31, 'NEG')]","[(26, 31, 'NEG'), (57, 62, 'NEU')]"
"[(63, 66, 'NEG'), (32, 36, 'POS')]","[(32, 36, 'NEG'), (57, 61, 'NEU'), (63, 66, 'POS')]"
"[(29, 33, 'NEU')]","[(5, 15, 'NEU'), (29, 33, 'NEG')]"
"[(16, 20, 'POS')]","[(11, 14, 'NEG'), (16, 20, 'NEU')]"
"[(60, 64, 'POS'), (94, 111, 'NEG')]","[(37, 44, 'NEG'), (104, 111, 'NEU')]"
"[(69, 75, 'NEG'), (117, 122, 'POS')]","[(69, 75, 'NEG'), (89, 93, 'NEU')]"
"[(20, 24, 'POS'), (30, 43, 'POS')]","[(20, 24, 'NEU'), (30, 37, 'POS')]"
"[(14, 19, 'NEG')]","[(14, 19, 'NEG'), (29, 32, 'NEU')]"
"[(13, 16, 'POS')]","[(48, 52, 'NEG'), (63, 66, 'NEU')]"
"[(22, 25, 'POS')]","[(22, 25, 'NEG'), (38, 42, 'POS')]"
"[(30, 37, 'NEG')]","[(4, 7, 'NEU'), (9, 13, 'NEU'), (30, 37, 'NEG')]"
"[(19, 24, 'NEG')]","[(0, 6, 'NEG'), (19, 24, 'NEG'), (67, 77, 'NEU')]"
"[(0, 5, 'NEG')]","[(0, 5, 'NEG'), (35, 38, 'NEU')]"
"[(11, 14, 'NEG')]","[(0, 4, 'NEG'), (11, 14, 'NEU')]"
"[(0, 5, 'POS')]","[(0, 5, 'NEU'), (18, 27, 'POS'), (29, 33, 'POS'), (65, 74, 'POS')]"
"[(41, 45, 'NEG')]","[(41, 45, 'NEG'), (84, 86, 'NEU')]"
"[(0, 7, 'NEG')]","[(0, 7, 'NEG'), (14, 18, 'NEU'), (62, 65, 'NEG')]"
"[(48, 51, 'NEG')]","[(38, 41, 'NEU'), (48, 51, 'NEG')]"
"[(52, 59, 'NEG')]","[(4, 16, 'NEG'), (42, 45, 'NEU'), (52, 59, 'NEG'), (72, 82, 'NEG')]"
"[(110, 115, 'POS'), (15, 19, 'POS'), (123, 133, 'POS')]","[(34, 37, 'POS'), (71, 75, 'NEU'), (129, 133, 'NEU')]"
"[(137, 141, 'POS'), (99, 102, 'POS'), (11, 16, 'POS')]","[(11, 16, 'POS'), (29, 37, 'POS'), (60, 65, 'NEU'), (99, 102, 'POS'), (121, 125, 'POS'), (137, 141, 'POS')]"
[],"[(21, 26, 'NEG'), (37, 41, 'NEU')]"
"[(4, 9, 'NEG')]","[(4, 9, 'NEG'), (44, 48, 'NEU'), (61, 67, 'NEU')]"
"[(67, 75, 'POS')]","[(54, 57, 'NEU'), (67, 75, 'POS')]"
"[(0, 8, 'POS')]","[(27, 30, 'NEU'), (0, 8, 'POS')]"
"[(29, 34, 'NEG')]","[(0, 4, 'NEU'), (29, 34, 'NEG')]"
"[(81, 88, 'NEG'), (13, 23, 'NEG')]","[(25, 39, 'NEG'), (58, 61, 'NEU'), (81, 88, 'NEG')]"
"[(24, 29, 'NEG')]","[(0, 6, 'POS'), (24, 29, 'NEG')]"
"[(16, 25, 'NEG')]","[(16, 25, 'NEG'), (46, 49, 'NEU'), (76, 79, 'NEU')]"
"[(4, 11, 'NEG')]","[(4, 11, 'NEU'), (25, 30, 'NEG'), (39, 42, 'NEU')]"
"[(0, 17, 'POS'), (58, 65, 'NEG')]","[(0, 17, 'POS'), (44, 56, 'NEU'), (58, 61, 'NEG')]"
"[(56, 61, 'NEG')]","[(0, 8, 'NEU'), (56, 61, 'NEG')]"
"[(32, 37, 'NEG')]","[(21, 26, 'NEU'), (32, 37, 'NEG'), (44, 49, 'NEU')]"
"[(5, 11, 'POS')]","[(5, 11, 'POS'), (47, 51, 'NEU')]"
"[(38, 41, 'NEG')]","[(25, 27, 'NEG'), (38, 41, 'NEU')]"
"[(25, 36, 'POS')]","[(5, 10, 'NEU'), (19, 23, 'NEU'), (25, 36, 'POS')]"
"[(24, 27, 'NEG')]","[(12, 16, 'NEU'), (24, 27, 'POS')]"
"[(39, 44, 'NEG'), (0, 3, 'POS'), (10, 22, 'POS')]","[(0, 3, 'POS'), (14, 22, 'POS'), (76, 84, 'NEU')]"
"[(83, 90, 'POS'), (33, 56, 'POS'), (12, 16, 'POS')]","[(52, 56, 'POS'), (83, 90, 'POS'), (101, 117, 'NEU')]"
"[(33, 38, 'NEG')]","[(24, 31, 'NEU'), (33, 38, 'NEG'), (54, 59, 'NEU')]"
"[(41, 47, 'POS'), (36, 39, 'POS')]","[(13, 18, 'NEU'), (41, 47, 'POS')]"
"[(16, 22, 'POS'), (45, 82, 'POS')]","[(0, 14, 'NEU'), (16, 22, 'POS'), (45, 82, 'POS')]"
"[(18, 23, 'NEG'), (0, 5, 'NEG')]","[(0, 5, 'NEG'), (18, 23, 'NEG'), (44, 53, 'NEU')]"
"[(41, 49, 'NEG')]","[(29, 34, 'NEG'), (41, 49, 'NEU')]"
"[(56, 63, 'POS')]","[(56, 63, 'NEG'), (76, 87, 'NEU'), (100, 102, 'NEG')]"
"[(24, 27, 'NEG')]","[(8, 18, 'NEU'), (24, 27, 'NEG')]"
"[(54, 58, 'NEG'), (13, 17, 'POS'), (6, 11, 'NEG')]","[(6, 17, 'NEU'), (6, 11, 'POS')]"
"[(77, 86, 'NEG'), (49, 64, 'NEG')]","[(24, 34, 'NEU'), (77, 86, 'NEG')]"
"[(0, 6, 'NEG')]","[(0, 6, 'NEG'), (16, 26, 'NEU'), (36, 47, 'NEU')]"
"[(0, 5, 'NEG')]","[(0, 5, 'NEU'), (19, 29, 'NEU'), (64, 67, 'NEU'), (94, 110, 'POS')]"
"[(17, 21, 'POS'), (0, 6, 'POS')]","[(0, 6, 'POS'), (48, 54, 'POS'), (64, 67, 'NEU')]"
"[(4, 7, 'NEG')]","[(4, 7, 'NEU'), (9, 13, 'NEG')]"
"[(11, 47, 'NEG')]","[(11, 41, 'NEG'), (73, 79, 'NEU')]"
"[(0, 8, 'NEG')]","[(24, 27, 'NEU'), (39, 42, 'NEU'), (49, 55, 'POS')]"
"[(5, 14, 'NEG')]","[(5, 14, 'NEG'), (27, 31, 'NEU'), (33, 38, 'NEU')]"
"[(5, 8, 'POS'), (43, 50, 'NEG')]","[(5, 8, 'POS'), (43, 50, 'NEG')]"
"[(0, 6, 'POS')]","[(0, 6, 'POS'), (41, 47, 'NEU')]"
"[(0, 5, 'NEG')]","[(0, 5, 'NEG'), (32, 36, 'NEU')]"
"[(45, 75, 'NEU'), (83, 86, 'POS'), (124, 127, 'NEU')]","[(30, 34, 'NEU'), (36, 38, 'NEU'), (83, 86, 'NEU'), (124, 127, 'NEG')]"
"[(0, 3, 'NEG'), (39, 41, 'NEG')]","[(39, 41, 'NEU'), (22, 32, 'NEG'), (129, 132, 'NEU')]"
"[(28, 35, 'NEG'), (21, 26, 'NEG')]","[(28, 35, 'NEG'), (87, 91, 'NEU')]"
"[(0, 7, 'NEG')]","[(0, 7, 'NEG'), (34, 37, 'POS')]"
"[(77, 82, 'NEG')]","[(50, 54, 'NEU'), (77, 82, 'NEG')]"
"[(41, 45, 'POS'), (47, 54, 'POS')]","[(56, 60, 'POS'), (62, 67, 'NEU')]"
"[(49, 52, 'POS')]","[(7, 13, 'NEU'), (25, 34, 'POS'), (41, 52, 'POS'), (75, 78, 'POS')]"
"[(20, 24, 'NEG'), (86, 90, 'NEG')]","[(7, 11, 'NEU'), (20, 24, 'NEG'), (46, 49, 'NEG'), (51, 53, 'NEU')]"
"[(8, 14, 'NEG')]","[(0, 3, 'NEU'), (8, 14, 'POS')]"
"[(49, 52, 'POS')]","[(44, 47, 'POS'), (49, 52, 'NEU')]"
"[(68, 73, 'NEG')]","[(50, 53, 'NEU'), (68, 73, 'NEG')]"
"[(0, 5, 'NEG')]","[(0, 5, 'NEG'), (41, 45, 'NEU'), (51, 57, 'NEU')]"
"[(51, 63, 'POS'), (27, 30, 'NEU')]","[(27, 30, 'NEU'), (51, 53, 'POS'), (60, 63, 'POS')]"
"[(8, 15, 'NEG')]","[(8, 15, 'NEG'), (40, 49, 'NEU'), (56, 60, 'NEU')]"
"[(19, 24, 'NEG')]","[(0, 4, 'POS'), (19, 24, 'NEU'), (34, 36, 'NEU')]"
"[(42, 55, 'NEG'), (57, 62, 'POS')]","[(19, 25, 'NEU'), (57, 62, 'POS'), (64, 69, 'POS')]"
"[(0, 4, 'NEG')]","[(0, 4, 'NEG'), (19, 22, 'NEU'), (30, 34, 'NEU'), (69, 79, 'NEU')]"
"[(0, 5, 'NEG')]","[(0, 5, 'NEG'), (81, 84, 'NEU')]"
"[(0, 4, 'NEU'), (46, 53, 'POS')]","[(46, 53, 'POS'), (63, 75, 'NEU')]"
"[(37, 44, 'POS')]","[(11, 15, 'NEU'), (23, 31, 'NEU'), (37, 44, 'POS')]"
"[(43, 48, 'NEG')]","[(31, 41, 'NEU'), (43, 48, 'NEG')]"
"[(45, 49, 'NEG')]","[(0, 6, 'NEG'), (57, 60, 'NEU')]"
"[(0, 5, 'NEG')]","[(0, 5, 'NEG'), (28, 31, 'NEU'), (33, 37, 'NEU'), (50, 53, 'NEU'), (55, 60, 'NEU')]"
"[(0, 5, 'NEG')]","[(0, 5, 'POS'), (26, 29, 'NEU'), (31, 35, 'NEU')]"
"[(15, 24, 'NEG')]","[(6, 9, 'NEU'), (15, 24, 'POS')]"
"[(30, 33, 'NEU')]","[(24, 28, 'NEU'), (38, 44, 'NEG')]"
"[(0, 3, 'NEG')]","[(0, 3, 'NEU'), (34, 37, 'NEU'), (39, 43, 'NEG')]"
"[(17, 23, 'NEU'), (0, 4, 'POS')]","[(0, 4, 'POS'), (17, 23, 'NEU')]"
"[(113, 117, 'NEG'), (29, 38, 'NEU')]","[(11, 15, 'NEU'), (29, 38, 'POS'), (62, 67, 'NEU'), (130, 135, 'NEU'), (142, 150, 'NEU')]"
"[(35, 41, 'NEG'), (8, 21, 'NEG')]","[(8, 21, 'NEU'), (27, 33, 'NEG'), (35, 41, 'NEG')]"
"[(21, 24, 'NEG')]","[(11, 15, 'NEG'), (21, 24, 'NEU'), (36, 39, 'NEU')]"
"[(6, 10, 'NEG')]","[(6, 10, 'NEU'), (34, 37, 'NEG')]"
"[(6, 10, 'POS'), (21, 27, 'POS')]","[(21, 27, 'POS'), (60, 68, 'NEU')]"
"[(12, 17, 'NEG')]","[(8, 10, 'NEU'), (12, 17, 'NEG')]"
"[(11, 19, 'NEG')]","[(11, 16, 'NEU'), (72, 76, 'NEU'), (105, 108, 'POS')]"
"[(0, 11, 'NEG')]","[(0, 11, 'NEU'), (25, 31, 'NEU'), (57, 61, 'POS'), (77, 86, 'POS')]"
"[(53, 60, 'NEG')]","[(10, 13, 'NEU'), (22, 26, 'NEU'), (53, 60, 'NEG')]"
"[(0, 7, 'NEG')]","[(0, 7, 'NEG'), (58, 68, 'NEU')]"
"[(158, 161, 'POS'), (147, 151, 'POS'), (0, 6, 'POS')]","[(139, 145, 'NEU'), (158, 161, 'POS')]"
"[(21, 40, 'NEG')]","[(35, 40, 'NEU'), (73, 76, 'POS')]"
"[(0, 7, 'NEG')]","[(0, 7, 'NEG'), (44, 55, 'NEU'), (85, 88, 'NEU')]"
"[(5, 10, 'NEU')]","[(5, 10, 'POS'), (51, 54, 'NEU')]"
"[(0, 8, 'POS')]","[(5, 8, 'NEU'), (27, 35, 'NEU'), (37, 65, 'POS')]"
"[(75, 78, 'NEU')]","[(56, 60, 'NEG'), (75, 78, 'NEU')]"
"[(30, 35, 'NEG'), (8, 12, 'NEG')]","[(8, 12, 'NEG'), (30, 35, 'NEG'), (52, 60, 'NEU')]"
"[(26, 42, 'NEG')]","[(26, 30, 'POS'), (39, 42, 'POS'), (44, 48, 'NEU')]"
"[(0, 6, 'NEG')]","[(0, 6, 'POS'), (46, 51, 'NEG')]"
"[(54, 60, 'POS')]","[(54, 60, 'POS'), (68, 73, 'NEU')]"
"[(5, 10, 'NEG')]","[(5, 10, 'NEU'), (12, 16, 'NEG')]"
"[(79, 82, 'NEG')]","[(79, 82, 'NEG'), (99, 104, 'NEU'), (122, 125, 'NEU')]"
"[(0, 7, 'NEG')]","[(0, 7, 'NEG'), (34, 38, 'NEU'), (52, 55, 'NEU')]"
"[(0, 5, 'NEG')]","[(0, 5, 'POS'), (41, 45, 'NEU')]"
"[(17, 23, 'NEG')]","[(0, 10, 'NEU'), (17, 23, 'NEG'), (33, 36, 'NEG')]"
"[(77, 82, 'NEG')]","[(9, 15, 'NEU'), (77, 82, 'NEG'), (102, 106, 'NEG')]"
"[(10, 20, 'POS'), (0, 8, 'POS')]","[(10, 20, 'NEU'), (42, 45, 'POS')]"
"[(0, 6, 'NEG')]","[(0, 6, 'NEU'), (43, 46, 'NEG')]"
"[(8, 13, 'NEG')]","[(8, 13, 'NEG'), (83, 87, 'NEU'), (93, 95, 'NEU'), (121, 125, 'NEU')]"
"[(0, 7, 'POS')]","[(0, 7, 'POS'), (49, 52, 'NEU')]"
"[(65, 71, 'NEG')]","[(9, 14, 'NEU'), (65, 71, 'NEG')]"
"[(23, 30, 'NEG')]","[(23, 30, 'NEG'), (47, 50, 'NEU'), (67, 75, 'NEU')]"
"[(42, 48, 'NEG'), (0, 5, 'NEG')]","[(0, 5, 'NEG'), (26, 30, 'NEU'), (42, 48, 'NEG'), (70, 73, 'NEU')]"
"[(0, 8, 'POS')]","[(0, 4, 'NEG'), (30, 33, 'POS')]"
"[(13, 17, 'POS')]","[(13, 17, 'POS'), (60, 63, 'NEU')]"
"[(6, 9, 'POS')]","[(6, 9, 'POS'), (38, 42, 'NEU'), (59, 62, 'POS')]"
"[(0, 5, 'NEG')]","[(0, 5, 'NEG'), (35, 39, 'NEU')]"
"[(24, 31, 'NEG')]","[(4, 7, 'NEU'), (24, 31, 'POS')]"
"[(37, 46, 'NEG'), (16, 29, 'NEG')]","[(0, 5, 'NEU'), (48, 52, 'NEG')]"
"[(81, 86, 'NEG')]","[(81, 86, 'NEG'), (106, 109, 'NEU')]"
"[(0, 6, 'NEG'), (29, 34, 'NEG'), (65, 69, 'NEG')]","[(29, 34, 'NEG'), (65, 69, 'NEU'), (75, 83, 'NEG')]"
"[(55, 61, 'NEG')]","[(20, 28, 'NEU'), (35, 39, 'NEU'), (55, 61, 'NEG')]"
"[(36, 42, 'NEG'), (0, 3, 'POS')]","[(36, 42, 'NEG'), (57, 65, 'NEU')]"
"[(22, 30, 'NEG'), (17, 20, 'NEG')]","[(17, 20, 'NEU'), (22, 30, 'NEG')]"
"[(5, 8, 'POS'), (26, 31, 'POS')]","[(5, 8, 'POS'), (26, 31, 'NEU'), (43, 46, 'NEU'), (10, 11, 'NEU'), (52, 56, 'POS')]"
"[(0, 5, 'NEG')]","[(0, 5, 'NEG'), (14, 17, 'NEU'), (67, 73, 'NEU'), (75, 77, 'NEU')]"
"[(11, 17, 'NEG')]","[(4, 9, 'NEU'), (11, 17, 'NEG')]"
"[(29, 35, 'POS')]","[(11, 15, 'NEU'), (29, 35, 'NEG')]"
"[(64, 79, 'POS'), (10, 15, 'POS')]","[(10, 15, 'NEU'), (64, 79, 'POS')]"
"[(18, 21, 'POS')]","[(18, 21, 'POS'), (48, 53, 'NEU')]"
"[(0, 4, 'NEU'), (52, 56, 'NEG')]","[(0, 4, 'NEG'), (20, 24, 'NEU'), (26, 28, 'NEU')]"
"[(38, 41, 'NEG'), (27, 31, 'NEG')]","[(27, 31, 'NEU'), (38, 41, 'POS')]"
"[(20, 25, 'NEG'), (0, 8, 'NEG')]","[(0, 8, 'NEG'), (20, 25, 'NEU')]"
"[(10, 17, 'NEG')]","[(10, 17, 'NEG'), (32, 35, 'NEU'), (106, 116, 'NEU')]"
"[(82, 85, 'NEG'), (10, 15, 'NEG')]","[(10, 15, 'NEG'), (34, 37, 'NEU'), (82, 85, 'NEU')]"
"[(99, 103, 'POS')]","[(31, 36, 'NEU'), (99, 103, 'POS')]"
"[(37, 48, 'NEG')]","[(13, 18, 'NEU'), (37, 48, 'POS'), (75, 79, 'POS')]"
"[(0, 4, 'POS')]","[(0, 4, 'POS'), (21, 32, 'NEU')]"
"[(28, 35, 'NEG')]","[(28, 35, 'NEG'), (62, 66, 'NEU')]"
"[(60, 66, 'NEG')]","[(0, 5, 'NEU'), (73, 85, 'POS'), (119, 127, 'NEU')]"
"[(17, 21, 'POS'), (0, 5, 'POS')]","[(0, 5, 'NEU'), (17, 21, 'POS')]"
"[(4, 11, 'POS')]","[(4, 11, 'POS'), (34, 37, 'NEG'), (39, 43, 'NEG')]"
"[(13, 18, 'NEG')]","[(13, 18, 'NEG'), (65, 76, 'NEU')]"
"[(0, 7, 'NEG')]","[(0, 7, 'NEG'), (29, 33, 'NEU'), (60, 65, 'NEU')]"
"[(41, 47, 'NEG'), (0, 5, 'NEG')]","[(0, 5, 'NEG'), (41, 47, 'NEU'), (75, 78, 'NEG')]"
"[(48, 61, 'NEG'), (12, 15, 'POS')]","[(12, 15, 'NEU'), (99, 110, 'POS')]"
"[(4, 10, 'NEG')]","[(4, 10, 'NEG'), (19, 24, 'NEU'), (92, 97, 'NEU')]"
"[(0, 3, 'NEG'), (5, 10, 'NEG')]","[(5, 10, 'NEU'), (30, 33, 'NEG')]"
"[(34, 41, 'NEG')]","[(18, 32, 'NEU'), (34, 41, 'NEG')]"
"[(0, 4, 'POS')]","[(0, 4, 'POS'), (55, 61, 'NEU')]"
"[(0, 5, 'POS')]","[(0, 5, 'POS'), (27, 30, 'NEU')]"
"[(23, 29, 'NEG'), (7, 12, 'NEG')]","[(7, 12, 'NEG'), (23, 29, 'POS')]"
[],"[(0, 6, 'NEG'), (21, 24, 'NEU')]"
"[(51, 54, 'NEG'), (29, 31, 'NEG')]","[(29, 31, 'NEU'), (51, 54, 'NEG')]"
[],"[(35, 38, 'NEG'), (52, 56, 'NEU')]"
