review_id,sentences_ids,sentences_texts,sentences_opinions
1586174,id_3,the all-u-can-eat sushi is definitely in very poor quality.,all-u-can-eat sushi negative
1125284,id_2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs positive <sep> specials menus positive <sep> food positive <sep> waitstaff positive
1460715,id_0,Great pizza for lunch place.,pizza positive
521916,id_2,Dessert is a joke...dont bother,Dessert negative
1572033,id_5,Try the sea bass.,sea bass positive
1451107,id_5,And really large portions.,portions positive
1430994,id_7,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough.,bottles of Korbett positive
1380450,id_2,Service was also horrible and the ambience is not that great.,Service negative <sep> ambience negative
512925,id_0,it's a perfect place to have a amanzing indian food.,indian food positive
P#7,id_5,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",restaurant positive
433878,id_0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza positive <sep> pizza place positive <sep> Basil slice positive
1430994,id_3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder positive <sep> Lobster Bisque positive
EVPK#10,id_2,"I LOOOVE their eggplant pizza, as well as their pastas!",eggplant pizza positive <sep> pastas positive
1293334,id_2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers positive <sep> food positive <sep> pumkin tortelini positive
1064477,id_4,We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal positive
RL#9,id_1,the food is always fresh ...,food positive
1387314,id_0,I go and eat out at many different restaurants and this is one place you have go and try.,place positive
1347423,id_1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff positive <sep> food positive <sep> place positive
BFC#7,id_3,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.",waiters positive <sep> front of house staff negative <sep> fish dishes positive
Z#6,id_2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",spot neutral <sep> unmarked wooden doors positive <sep> décor positive
490565,id_0,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",Lucky Strike positive
1728733,id_4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food positive
1572027,id_1,Amma is nothing special.,Amma neutral
717570,id_2,The food was delicious but do not come here on a empty stomach.,food positive <sep> food negative
737999,id_0,Consistently good Japanese Tapas.,Japanese Tapas positive
713152,id_1,"I got the $10 10-piece dim sum combo, every bite of which was great.",$10 10-piece dim sum combo positive
1457607,id_2,The characters really make for an enjoyable experience.,characters positive
1189674,id_1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food positive <sep> service positive
1269216,id_2,The food options rule.,food positive
NP#9,id_1,Mussles and calamari were superb Saturday evening.,Mussles positive <sep> calamari positive
RL#7,id_2,i love their chicken pasta cant remember the name but is sooo good,chicken pasta positive
1496205,id_3,Try green curry with vegetables.,green curry with vegetables positive
1352948,id_1,And where does Patis go wrong; no where.,Patis positive
1064477,id_3,The rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration positive
1486041,id_4,Taxan delicious!,Taxan positive
1367358,id_1,The food is authentic Italian - delicious!,food positive
TFS#5,id_29,"You would think they would make up for it with service, sadly, no.",service negative
P#9,id_3,The omlette for brunch is great...,omlette for brunch positive
1538149,id_5,Very good wine choices.,wine choices positive
1154550,id_0,This is the best sushi in new york city - hands down.,sushi positive
RL#3,id_3,"its just a fun place to go, not a five star restaraunt.",restaraunt neutral
1221938,id_2,"Service is not exactly five star, but thats not really a big deal.",Service neutral
624715,id_2,People are always friendly.,People positive
NP#10,id_5,This place is a must visit!,place positive
P#10,id_2,My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,quesadilla negative
TFS#5,id_4,"Look, the appetizers were really good.",appetizers positive
BFC#9,id_17,I had the Thai style Fried Sea Bass...which was very good.,Thai style Fried Sea Bass positive
490565,id_1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait staff positive
436868,id_3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",place negative <sep> room negative <sep> clerks negative
1572033,id_1,Decor is nice though service can be spotty.,Decor positive <sep> service negative
1394712,id_4,"However, I think this place is a good hang out spot.",place positive
521916,id_0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",Appetizers neutral <sep> waiter negative <sep> potato stuff kanish positive
1340075,id_2,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere negative <sep> waiters positive
1287538,id_2,The restaurant is cute but not upscale.,restaurant neutral
1486041,id_1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner positive <sep> staff positive <sep> ambiance positive
610611,id_0,"i've been to sapphire twice and both times the food was fine, if not good.",food positive
717570,id_3,The portions are small but being that the food was so good makes up for that.,portions negative <sep> food positive
Z#9,id_6,So what you really end up paying for is the restaurant not the food.,restaurant negative <sep> restaurant neutral <sep> food negative
1496707,id_2,The wine the service was very good too.,wine positive <sep> service positive
1746113,id_1,The menu has so many fish items and oysters.,menu positive
445960,id_4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",place positive
BFC#7,id_5,The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink.,girl negative
485966,id_2,Service was good and food is wonderful.,Service positive <sep> food positive
CLF#3,id_21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,waiter negative
1713185,id_2,And the Tom Kha soup was pathetic.,Tom Kha soup negative
507755,id_1,The fried dumplings are GREAT!,fried dumplings positive
TVU#6,id_2,"I came across Village Underground by accident, now I go there all the time.",Village Underground positive
1606837,id_2,The service was attentive.,service positive
1154550,id_2,Get the tuna of gari.,tuna of gari positive
455623,id_1,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,Pizza positive
454704,id_2,This place is not worth the prices.,place negative
1086478,id_4,"Also, specify if you like your food spicy- its rather bland if you don't.",food negative
FF#10,id_6,The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand.,waiter negative
735448,id_3,even the wine by the glass was good.,wine by the glass positive
P#10,id_0,Gross food – Wow-,food negative
737999,id_3,Atmosphere is nice and relaxed too...,Atmosphere positive
1293334,id_4,"Please take my advice, go and try this place.",place positive
1623276,id_3,Not a great place for family or general dining.,place negative
657129,id_5,My fav was the sassy lassi...,sassy lassi positive
NP#9,id_2,I had the Lamb special which was perfect.,Lamb special positive
TM#5,id_4,The only thing that strikes you is the decor?(not very pleasant).,decor negative
BzG#4,id_0,This small Astoria souvlaki spot makes what many consider the best gyros in New York.,gyros positive
Z#7,id_0,This place doesn't make any sense,place negative
Y#7,id_4,Delivery can be spot on or lacking depending on the weather and the day of the week.,Delivery negative
TFS#10,id_3,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",bread negative <sep> appetizer of olives negative
Y#7,id_5,Delivery guy sometimes get upset if you don't tip more than 10%.,Delivery guy negative
RL#7,id_1,my favorite place lol,place positive
Z#10,id_3,Over all it was a very nice romantic place .,place positive
464342,id_3,the turkey burgers are scary!,turkey burgers negative
PP#3,id_1,Hands down the best pizza on the planet.,pizza positive
1289424,id_5,I highly recommend visiting this restaurant and having dinner and drinks!,restaurant positive
1506491,id_5,Thank You Emilio.,Emilio positive
720620,id_2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork positive
1496707,id_1,I had the best ravioli ever.,ravioli positive
1398844,id_6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,service negative
ADLT#8,id_2,Great food.,food positive
1700205,id_2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff positive
1380450,id_0,I'm still mad that i had to pay for lousy food.,food negative
EVPK#4,id_0,i love margherita pizza – i looove east village pizza,east village pizza positive <sep> margherita pizza positive
Z#6,id_0,Possibly the Most Romantic Restaurant in the City,Restaurant positive
FF#6,id_12,Shame on this place for the horrible rude staff and non-existent customer service.,staff negative <sep> customer service negative
TFS#10,id_4,"However, our main course was wonderful.",main course positive
1167434,id_5,"those rolls were big, but not good and sashimi wasn't fresh.",rolls neutral <sep> rolls negative <sep> sashimi negative
1286916,id_4,You cannot go wrong at the Red Eye Grill.,Red Eye Grill positive
485966,id_1,The place was quiet and delightful.,place positive
1175958,id_1,"Try the crunchy tuna, it is to die for.",crunchy tuna positive
1417496,id_0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food positive <sep> service positive <sep> atmosphere positive
1448587,id_0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food neutral <sep> lemon salad negative
ADLT#6,id_0,"Maitre-D-""Eat and get out""",Maitre-D negative
P#10,id_5,"Don't get me started on the margaritas, either.",margaritas negative
TM#4,id_3,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",food negative
DBG#6,id_7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meat positive <sep> sauces positive <sep> service positive <sep> meal positive <sep> kimchi positive <sep> salad positive
1205520,id_2,Make sure you have the Spicy Scallop roll.. .,Spicy Scallop roll positive
483111,id_0,Winnie and her staff are the best crew you can find serving you.,staff positive <sep> Winnie positive
1349391,id_0,sometimes i get good food and ok service.,food positive <sep> service neutral
CLF#4,id_10,This place...god where do i begin.,place negative
Y#4,id_1,Just go to Yamato and order the Red Dragon Roll.,Yamato positive <sep> Red Dragon Roll positive
404464,id_1,I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer negative
430342,id_4,Delicious crab cakes too.,crab cakes positive
1289424,id_0,We had a great time at the Jekyll and hyde Pub last night.,Jekyll and hyde Pub positive
1719567,id_4,We waited at the bar and had martinis that were just right.,martinis positive
498657,id_0,"Do not get the Go Go Hamburgers, no matter what the reviews say.",Go Go Hamburgers negative
1318537,id_0,fresh restaurant was amazing........ food was delicious and of course fresh.,fresh restaurant positive <sep> food positive
1632445,id_5,"Even though its good seafood, the prices are too high.",seafood positive <sep> seafood negative
P#7,id_1,A coworker and I tried Pacifico after work a few Fridays and loved it.,Pacifico positive
TM#6,id_1,This place has great indian chinese food.,indian chinese food positive
449802,id_0,"Good spreads, great beverage selections and bagels really tasty.",spreads positive <sep> beverage selections positive <sep> bagels positive
1189674,id_4,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",wine selection positive <sep> Gigondas positive <sep> house champagne positive
P#9,id_4,"the spinach is fresh, definately not frozen...",spinach positive
1655504,id_0,Have frequented 'ino for several years and the food remains excellent.,food positive
558423,id_1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes positive <sep> congee (rice porridge) positive
957145,id_2,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Vittorio positive <sep> crew positive
1572027,id_3,I ate here a week ago and found most dishes average at best and too expensive.,dishes negative
1413697,id_2,The place is so cool and the service is prompt and curtious.,service positive <sep> place positive
872763,id_1,The food is great.,food positive
1341354,id_1,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,Caesar Salad positive <sep> arugula and goat cheese positive
1718513,id_1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza positive <sep> spicy Italian cheese positive
NP#3,id_3,"Servers are all different, Greg is my favorite.",Greg positive
496132,id_4,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",balsamic vinegar over icecream positive
1430994,id_0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,view positive <sep> service positive <sep> ambiance positive
1055910,id_0,we love th pink pony.,pink pony positive
404464,id_0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people positive <sep> food negative <sep> Thalia positive
1287538,id_0,"If we were to move from the upper east side, we would genuinely miss this restaurant.",restaurant positive
Y#7,id_2,The sashimi is always fresh and the rolls are innovative and delicious.,sashimi positive <sep> rolls positive
1723658,id_2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes positive <sep> lamb sausages positive <sep> sardines with biscuits positive <sep> large whole shrimp positive <sep> pistachio ice cream positive
TR#3,id_1,There is something about their atmosphere that makes me come back nearly every week.,atmosphere positive
1125284,id_0,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",place positive
475512,id_2,"Well, this place is so Ghetto its not even funny.",place negative
1460715,id_2,The pizza was great.,pizza positive
TM#7,id_0,Excellent food for great prices,food positive
433878,id_6,NO PIZZA 33 for me!,PIZZA 33 negative
1335656,id_3,Salads were fantastic.,Salads positive
682391,id_0,Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice positive <sep> sour spicy soup positive
1145510,id_0,This is a fun restaurant to go to.,restaurant positive
1730447,id_2,"By far, the best pizza in Manhattan.",pizza positive
1561259,id_3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress negative
RL#3,id_2,"lobster was good, nothing spectacular.",lobster neutral
397331,id_2,Mizu is home to creative and unique rolls not to found anywhere else.,rolls positive
Z#3,id_0,"Excellent food, although the interior could use some help.",food positive <sep> interior negative
Z#6,id_3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",private booths positive <sep> glass ceilings positive
Z#5,id_4,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",atmosphere negative <sep> scheme of mirrors negative
436868,id_1,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas negative
746254,id_4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food negative <sep> wait-staff negative <sep> service negative <sep> management negative
447697,id_3,Try sushimi cucumber roll.,sushimi cucumber roll positive
1225162,id_1,The exotic food is beautifully presented and is a delight in delicious combinations.,exotic food positive
611117,id_2,Don't miss Bloom's on your next trip to Manhatten.,Bloom's positive
ADLT#10,id_6,"great food, great wine list, great service in a great neighborhood...",food positive <sep> wine list positive <sep> service positive <sep> neighborhood positive
BHD#8,id_0,Taking Hot Dogs to the next level,Hot Dogs positive
513521,id_2,Drawbacks: service is slow and they don't toast!,service negative
1289424,id_4,The place's decor and hidden bathrooms made for a good laugh.,decor positive <sep> hidden bathrooms positive
BG#5,id_4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place positive <sep> place negative <sep> chicken tikka masala negative <sep> feel negative
DBG#7,id_10,The real problem I had with this place was the complete lack of service.,service negative
Y#5,id_3,food was luke warm.,food negative
1014458,id_1,Saul is the best restaurant on Smith Street and in Brooklyn.,Saul positive
720620,id_1,The food here does a great service to the name (Cantonese that is...).,food positive
1496205,id_5,"The service is ok, some of the people didn't get what they asked for.",service neutral
957145,id_1,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service positive <sep> staff positive
1004293,id_3,The food was lousy - too sweet or too salty and the portions tiny.,food negative <sep> portions negative
Z#7,id_5,"The food they serve is not comforting, not appetizing and uncooked.",food negative
DBG#1,id_0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,Korean food positive <sep> fusion twists positive <sep> pork belly tacos positive
490565,id_2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food positive <sep> mussels in spicy tomato sauce positive <sep> fries positive
1123262,id_0,I think I've had some the best meals of my life at minnow.,meals positive
1153034,id_2,Located at the end of a magnificent block.,block positive
1586174,id_4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",menu negative <sep> ingredients negative <sep> fish negative <sep> rice negative
505535,id_0,this little place has a cute interior decor and affordable city prices.,interior decor positive <sep> place positive
1661043,id_2,You should pass on the calamari.,calamari negative
620892,id_5,"Service, however, was excellent...and I liked the setting/atmosphere a lot.",Service positive <sep> setting/atmosphere positive
TFS#11,id_1,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",food negative
BHD#4,id_5,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,menu negative
NP#4,id_10,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",restaurant positive <sep> customer service negative
NP#4,id_7,"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",manager negative
1225162,id_0,"Raga's is a romantic, cozy restaurant.",Raga's positive
1632929,id_6,I highly recommend the restaurant based on our experience last night.,restaurant positive
1615322,id_2,They have authentic Indian at amazin prices.,Indian positive
BFC#9,id_22,"Service not the friendliest to our ""large party""!",Service negative
1728733,id_5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert) positive
1432551,id_1,The portions are large and the servers always surprise us with a different starter.,portions positive <sep> servers positive
1138996,id_5,The people that work there are always so friendly you forget you are in New York sometimes.,people positive
1016296,id_3,"Food was okay, nothing great.",Food neutral
1380450,id_1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak negative <sep> tuna negative
494850,id_1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef negative <sep> staff negative
493013,id_2,I LOVE their Thai,Thai positive
1028246,id_0,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish positive
1661043,id_0,Pizza here is consistently good.,Pizza positive
Y#5,id_5,I was looking for banana tempura for dessert and they dont have.,dessert negative
1713185,id_1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food negative <sep> spice negative
TFS#5,id_2,But $500 for a dinner for two that didn't include Wine?,dinner for two negative
485966,id_3,I did not try the caviar but I tried their salmon and crab salad (they are all good),salmon positive <sep> crab salad positive
BHD#4,id_6,"But nonetheless--great spot, great food.",spot positive <sep> food positive
BG#5,id_2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",Food positive
455623,id_0,Love Pizza 33..,Pizza 33 positive
1432551,id_2,The wine list is excellent.,wine list positive
NP#3,id_6,Prices are fair across the board for both food and bev.,food positive <sep> bev positive
CLF#3,id_19,After the 4th time i asked again and the waiter than said after our dinner.,waiter negative
DBG#6,id_5,"But for the Shabu Shabu, you won't find much better in NY.",Shabu Shabu positive
FF#4,id_3,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,servers negative
TM#5,id_3,Helpful service and average price per dish $10.,service positive <sep> dish positive
1626564,id_1,Food is excellent.,Food positive
503807,id_5,The service was friendly and the atmosphere was casual.,service positive <sep> atmosphere neutral
1623276,id_0,Patroon features a nice cigar bar and has great staff.,cigar bar positive <sep> staff positive
1335656,id_5,Ingredients are organic which is a real plus for me.,Ingredients positive
1404042,id_5,One of us actually liked the expresso - that's it.,expresso positive
485767,id_0,Everything about this restaurant was special.,restaurant positive
FF#10,id_2,The food is good.,food positive
740923,id_3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,chef negative
1189674,id_0,First went here to enjoy their garden terrace.,garden terrace positive
1457607,id_3,"The food however, is what one might expect.",food negative
511290,id_2,You must try the shrimp appetizers.,shrimp appetizers positive
507937,id_3,Service is fast and friendly.,Service positive
955711,id_2,LOVE the atmosphere - felt like I was in Paris.,atmosphere positive
CLF#1,id_0,A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,Egyptian restaurant positive
1189674,id_3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",open kitchen positive <sep> restaurant negative
1147211,id_3,"Service was prompt, friendly and great.",Service positive
1603698,id_2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",service negative
1353599,id_0,Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza positive <sep> place positive
571962,id_2,Good drink.,drink positive
1707201,id_1,The food was good.,food positive
BG#8,id_6,Bukhara is on my top 5 Indian places in NYC,Bukhara positive
CLF#4,id_13,"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",place negative
TM#6,id_6,"Best Indian Chinese in the city, by far!",Indian Chinese positive
EVPK#9,id_3,the crust was imazingly cooked well and pizza was fully loaded:):):),crust positive <sep> pizza positive
TFS#5,id_8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place positive <sep> place negative
ADLT#3,id_2,This establishment is the real deal.,establishment positive
1655521,id_2,"The food was very good, a great deal, and the place its self was great.",food positive <sep> place positive
WE#4,id_5,"Paul, the maitre d', was totally professional and always on top of things.",Paul positive
DBG#7,id_4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",bibimbap neutral <sep> stone bowl negative
BG#5,id_7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",Indian food positive <sep> place negative
1394712,id_3,We won't go to this place again for a good meal.,meal negative
624715,id_1,Authentic Pakistani food.,Pakistani food positive
BHD#4,id_3,"The hot dogs are top notch, and they're Slamwich is amazing!",hot dogs positive <sep> Slamwich positive
TFS#10,id_6,"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",pear torte positive <sep> staff negative
1572033,id_2,This place is always packed.,place neutral
1439875,id_0,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,food positive <sep> selection of wines positive <sep> Chef's tasting menu positive
Z#7,id_2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",decor negative <sep> mirrored walls negative
682391,id_3,Best Taiwanese food in NY!,Taiwanese food positive
1147211,id_2,The waitress was very patient with us and the food is phenomenal!,waitress positive <sep> food positive
485026,id_0,"For authentic Thai food, look no further than Toons.",Thai food positive
BzG#2,id_3,It's a great place to order from or sit-in.,place positive
Y#6,id_3,"In the summer months, the back garden area is really nice.",back garden area positive
P#9,id_1,Pacifico is a great place to casually hang out.,Pacifico positive
Y#9,id_0,Good creative rolls!,rolls positive
Y#6,id_2,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",spot positive <sep> sushi positive <sep> service positive
1655521,id_3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff positive
1145510,id_1,The pizza is yummy and I like the atmoshpere.,pizza positive <sep> atmoshpere positive
1119578,id_2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients positive <sep> pizza negative <sep> crust negative
1357554,id_0,I started out with a Bombay beer which was big enough for two.,Bombay beer positive
NP#3,id_4,"Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.",server positive
1084394,id_3,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,Prix Fixe menu positive
1611489,id_1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches negative
1707741,id_1,The buffet had a nice selection.,buffet positive
1506491,id_2,Check out the secret back room.,back room positive
